	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.36330045	0.16364133	0.15816482	0.15919942	0.16522700	0.29820514	0.38705193	0.15735457	0.16204417	0.34078874	0.15740174	0.15970937	0.16657341	0.16139186	0.16516661	0.16816573	0.09292178	0.29909047	0.32594909	
canFam3	0.36330045	0.00000000	0.34437374	0.34009137	0.33924998	0.34434424	0.37106478	0.44394850	0.34269590	0.34358011	0.40290632	0.34060744	0.34044998	0.34511702	0.34348205	0.34671943	0.34632047	0.36130443	0.38420593	0.38908657	
chlSab2	0.16364133	0.34437374	0.00000000	0.08742554	0.08525860	0.03797487	0.27676870	0.37060935	0.04949030	0.09178393	0.32266843	0.08572432	0.08646557	0.04027301	0.08912758	0.04108307	0.05269065	0.15905390	0.27989724	0.30857227	
gorGor3	0.15816482	0.34009137	0.08742554	0.00000000	0.02754260	0.09093534	0.27197844	0.36736424	0.08684018	0.06086207	0.31890269	0.02863298	0.02901660	0.09319308	0.05175192	0.08922462	0.09408773	0.15280120	0.27535221	0.30449110	
hg38	0.15919942	0.33924998	0.08525860	0.02754260	0.00000000	0.09002607	0.27090732	0.36548051	0.08560686	0.05913220	0.31997591	0.02186512	0.02139527	0.09276624	0.04887480	0.08769425	0.09377745	0.15370623	0.27570019	0.30394942	
macFas5	0.16522700	0.34434424	0.03797487	0.09093534	0.09002607	0.00000000	0.27635991	0.37031026	0.04862637	0.09497107	0.32328940	0.08905680	0.09072778	0.03053238	0.09282829	0.01716512	0.05371291	0.16017987	0.27977004	0.30832215	
micMur1	0.29820514	0.37106478	0.27676870	0.27197844	0.27090732	0.27635991	0.00000000	0.40743088	0.27532553	0.27479060	0.25040352	0.27164674	0.27197923	0.27724926	0.27438868	0.27823857	0.27869089	0.29489138	0.31777668	0.34127414	
mm10	0.38705193	0.44394850	0.37060935	0.36736424	0.36548051	0.37031026	0.40743088	0.00000000	0.37074526	0.37042408	0.42560312	0.36727563	0.36691187	0.37075832	0.36976002	0.37378606	0.37201529	0.38598295	0.41064431	0.42095185	
nasLar1	0.15735457	0.34269590	0.04949030	0.08684018	0.08560686	0.04862637	0.27532553	0.37074526	0.00000000	0.09064118	0.31546777	0.08586550	0.08650126	0.05044675	0.08855931	0.05106676	0.02369183	0.15314252	0.27523861	0.30668243	
nomLeu3	0.16204417	0.34358011	0.09178393	0.06086207	0.05913220	0.09497107	0.27479060	0.37042408	0.09064118	0.00000000	0.32275560	0.05884041	0.05970331	0.09705247	0.06163852	0.09373918	0.09825746	0.15672377	0.27868845	0.30762145	
otoGar3	0.34078874	0.40290632	0.32266843	0.31890269	0.31997591	0.32328940	0.25040352	0.42560312	0.31546777	0.32275560	0.00000000	0.31994773	0.32109863	0.32380737	0.32262880	0.32484174	0.32614445	0.33787423	0.35621682	0.36913069	
panPan1	0.15740174	0.34060744	0.08572432	0.02863298	0.02186512	0.08905680	0.27164674	0.36727563	0.08586550	0.05884041	0.31994773	0.00000000	0.01124661	0.09125050	0.04977466	0.08798058	0.09241412	0.15230830	0.27525361	0.30442476	
panTro4	0.15970937	0.34044998	0.08646557	0.02901660	0.02139527	0.09072778	0.27197923	0.36691187	0.08650126	0.05970331	0.32109863	0.01124661	0.00000000	0.09324924	0.04998624	0.08889238	0.09437028	0.15401862	0.27621911	0.30474252	
papAnu2	0.16657341	0.34511702	0.04027301	0.09319308	0.09276624	0.03053238	0.27724926	0.37075832	0.05044675	0.09705247	0.32380737	0.09125050	0.09324924	0.00000000	0.09531706	0.03424202	0.05570854	0.16153342	0.28088778	0.30922581	
ponAbe2	0.16139186	0.34348205	0.08912758	0.05175192	0.04887480	0.09282829	0.27438868	0.36976002	0.08855931	0.06163852	0.32262880	0.04977466	0.04998624	0.09531706	0.00000000	0.09137923	0.09613393	0.15578128	0.27838930	0.30704585	
rheMac3	0.16516661	0.34671943	0.04108307	0.08922462	0.08769425	0.01716512	0.27823857	0.37378606	0.05106676	0.09373918	0.32484174	0.08798058	0.08889238	0.03424202	0.09137923	0.00000000	0.05558418	0.16041682	0.28102757	0.31009972	
rhiRox1	0.16816573	0.34632047	0.05269065	0.09408773	0.09377745	0.05371291	0.27869089	0.37201529	0.02369183	0.09825746	0.32614445	0.09241412	0.09437028	0.05570854	0.09613393	0.05558418	0.00000000	0.16340854	0.28241195	0.30976875	
saiBol1	0.09292178	0.36130443	0.15905390	0.15280120	0.15370623	0.16017987	0.29489138	0.38598295	0.15314252	0.15672377	0.33787423	0.15230830	0.15401862	0.16153342	0.15578128	0.16041682	0.16340854	0.00000000	0.29649918	0.32350063	
tarSyr2	0.29909047	0.38420593	0.27989724	0.27535221	0.27570019	0.27977004	0.31777668	0.41064431	0.27523861	0.27868845	0.35621682	0.27525361	0.27621911	0.28088778	0.27838930	0.28102757	0.28241195	0.29649918	0.00000000	0.34634084	
tupBel1	0.32594909	0.38908657	0.30857227	0.30449110	0.30394942	0.30832215	0.34127414	0.42095185	0.30668243	0.30762145	0.36913069	0.30442476	0.30474252	0.30922581	0.30704585	0.31009972	0.30976875	0.32350063	0.34634084	0.00000000	
