	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.27037551	0.11934943	0.11255505	0.11397783	0.11863061	0.22212398	0.31720867	0.11740247	0.11484530	0.24746095	0.11264168	0.11378779	0.11905483	0.11411678	0.11776527	0.11994314	0.06704968	0.22524305	0.26116109	
canFam3	0.27037551	0.00000000	0.25953871	0.25565534	0.25509351	0.25870187	0.26932934	0.35159277	0.25929807	0.25659517	0.29052251	0.25530257	0.25495934	0.25885588	0.25598673	0.25915749	0.25994028	0.27023445	0.28077510	0.29464601	
chlSab2	0.11934943	0.25953871	0.00000000	0.06721776	0.06759404	0.02686291	0.21103499	0.30698622	0.03719273	0.06959709	0.23749138	0.06657830	0.06759164	0.02797076	0.06817691	0.02725474	0.03791729	0.11911638	0.21415758	0.25113855	
gorGor3	0.11255505	0.25565534	0.06721776	0.00000000	0.01894844	0.06696834	0.20645300	0.30416152	0.06691973	0.04331014	0.23289410	0.01863576	0.01941921	0.06756562	0.03762959	0.06567860	0.06869721	0.11256953	0.20945618	0.24689138	
hg38	0.11397783	0.25509351	0.06759404	0.01894844	0.00000000	0.06818935	0.20617885	0.30293173	0.06686835	0.04426332	0.23350132	0.01436164	0.01624934	0.06905106	0.03777199	0.06608829	0.06902726	0.11324611	0.20997250	0.24695992	
macFas5	0.11863061	0.25870187	0.02686291	0.06696834	0.06818935	0.00000000	0.21008526	0.30651255	0.03539386	0.06943757	0.23674844	0.06626478	0.06797901	0.01892274	0.06812764	0.00709930	0.03666270	0.11808836	0.21329069	0.25040490	
micMur1	0.22212398	0.26932934	0.21103499	0.20645300	0.20617885	0.21008526	0.00000000	0.32369036	0.21093219	0.20721615	0.18434136	0.20614276	0.20604703	0.21046146	0.20679466	0.21022311	0.21143840	0.22221528	0.22859543	0.26226218	
mm10	0.31720867	0.35159277	0.30698622	0.30416152	0.30293173	0.30651255	0.32369036	0.00000000	0.30772465	0.30529530	0.33763420	0.30394272	0.30334561	0.30637950	0.30462825	0.30775801	0.30754908	0.31776486	0.32954736	0.34370350	
nasLar1	0.11740247	0.25929807	0.03719273	0.06691973	0.06686835	0.03539386	0.21093219	0.30772465	0.00000000	0.06854736	0.23550859	0.06634854	0.06684895	0.03651046	0.06737553	0.03582344	0.01535753	0.11770492	0.21285969	0.25041973	
nomLeu3	0.11484530	0.25659517	0.06959709	0.04331014	0.04426332	0.06943757	0.20721615	0.30529530	0.06854736	0.00000000	0.23384064	0.04226641	0.04365721	0.07030438	0.04452489	0.06808081	0.07068316	0.11419521	0.21021754	0.24799231	
otoGar3	0.24746095	0.29052251	0.23749138	0.23289410	0.23350132	0.23674844	0.18434136	0.33763420	0.23550859	0.23384064	0.00000000	0.23312362	0.23312312	0.23692707	0.23405325	0.23667128	0.23793037	0.24757606	0.25426969	0.28071312	
panPan1	0.11264168	0.25530257	0.06657830	0.01863576	0.01436164	0.06626478	0.20614276	0.30394272	0.06634854	0.04226641	0.23312362	0.00000000	0.00602437	0.06708534	0.03656568	0.06516695	0.06816296	0.11245728	0.20921134	0.24676556	
panTro4	0.11378779	0.25495934	0.06759164	0.01941921	0.01624934	0.06797901	0.20604703	0.30334561	0.06684895	0.04365721	0.23312312	0.00602437	0.00000000	0.06880105	0.03771523	0.06614839	0.06890516	0.11306781	0.20943274	0.24673269	
papAnu2	0.11905483	0.25885588	0.02797076	0.06756562	0.06905106	0.01892274	0.21046146	0.30637950	0.03651046	0.07030438	0.23692707	0.06708534	0.06880105	0.00000000	0.06882681	0.01947406	0.03751989	0.11876384	0.21355923	0.25079332	
ponAbe2	0.11411678	0.25598673	0.06817691	0.03762959	0.03777199	0.06812764	0.20679466	0.30462825	0.06737553	0.04452489	0.23405325	0.03656568	0.03771523	0.06882681	0.00000000	0.06665559	0.06938231	0.11349395	0.21008446	0.24766315	
rheMac3	0.11776527	0.25915749	0.02725474	0.06567860	0.06608829	0.00709930	0.21022311	0.30775801	0.03582344	0.06808081	0.23667128	0.06516695	0.06614839	0.01947406	0.06665559	0.00000000	0.03648096	0.11755512	0.21288933	0.25043450	
rhiRox1	0.11994314	0.25994028	0.03791729	0.06869721	0.06902726	0.03666270	0.21143840	0.30754908	0.01535753	0.07068316	0.23793037	0.06816296	0.06890516	0.03751989	0.06938231	0.03648096	0.00000000	0.11998448	0.21420843	0.25143921	
saiBol1	0.06704968	0.27023445	0.11911638	0.11256953	0.11324611	0.11808836	0.22221528	0.31776486	0.11770492	0.11419521	0.24757606	0.11245728	0.11306781	0.11876384	0.11349395	0.11755512	0.11998448	0.00000000	0.22504969	0.26100133	
tarSyr2	0.22524305	0.28077510	0.21415758	0.20945618	0.20997250	0.21329069	0.22859543	0.32954736	0.21285969	0.21021754	0.25426969	0.20921134	0.20943274	0.21355923	0.21008446	0.21288933	0.21420843	0.22504969	0.00000000	0.27108977	
tupBel1	0.26116109	0.29464601	0.25113855	0.24689138	0.24695992	0.25040490	0.26226218	0.34370350	0.25041973	0.24799231	0.28071312	0.24676556	0.24673269	0.25079332	0.24766315	0.25043450	0.25143921	0.26100133	0.27108977	0.00000000	
