	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.52189769	0.18993782	0.18253212	0.18398763	0.19215605	0.39255064	0.56582092	0.18141195	0.18784646	0.47646116	0.18160622	0.18476002	0.19413460	0.18692541	0.19251705	0.19598442	0.10123637	0.39909203	0.44999595	
canFam3	0.52189769	0.00000000	0.48311752	0.47362667	0.47243429	0.48306769	0.53618646	0.70758178	0.47850870	0.48052973	0.61313192	0.47474065	0.47503271	0.48485415	0.48009869	0.48775126	0.48604405	0.51710658	0.57232191	0.58506882	
chlSab2	0.18993782	0.48311752	0.00000000	0.09405185	0.09137972	0.03949668	0.35592687	0.52973708	0.05214511	0.09907051	0.44109439	0.09195212	0.09278650	0.04210793	0.09591310	0.04349882	0.05535687	0.18347649	0.36671308	0.41802113	
gorGor3	0.18253212	0.47362667	0.09405185	0.00000000	0.02848247	0.09853454	0.34815348	0.52278419	0.09378776	0.06416681	0.43464284	0.02956281	0.03000041	0.10120276	0.05415059	0.09677921	0.10194502	0.17523276	0.35816685	0.41040645	
hg38	0.18398763	0.47243429	0.09137972	0.02848247	0.00000000	0.09726070	0.34646215	0.51882578	0.09222745	0.06215073	0.43666287	0.02280607	0.02189564	0.10075807	0.05089252	0.09490642	0.10164843	0.17631485	0.35878550	0.40963270	
macFas5	0.19215605	0.48306769	0.03949668	0.09853454	0.09726070	0.00000000	0.35536829	0.52908155	0.05101263	0.10295931	0.44199827	0.09598541	0.09790042	0.03245028	0.10039718	0.01875191	0.05692244	0.18499492	0.36621874	0.41810453	
micMur1	0.39255064	0.53618646	0.35592687	0.34815348	0.34646215	0.35536829	0.00000000	0.61000111	0.35339014	0.35257170	0.31309042	0.34767841	0.34823691	0.35695812	0.35196220	0.35856358	0.35894940	0.38703506	0.43049585	0.47475915	
mm10	0.56582092	0.70758178	0.52973708	0.52278419	0.51882578	0.52908155	0.61000111	0.00000000	0.52990177	0.52863956	0.65873945	0.52241504	0.52196952	0.53026839	0.52809297	0.53602265	0.53210381	0.56296363	0.62241277	0.65131366	
nasLar1	0.18141195	0.47850870	0.05214511	0.09378776	0.09222745	0.05101263	0.35339014	0.52990177	0.00000000	0.09805267	0.42671471	0.09260170	0.09334120	0.05312427	0.09554549	0.05422170	0.02525136	0.17562786	0.35775196	0.41433996	
nomLeu3	0.18784646	0.48052973	0.09907051	0.06416681	0.06215073	0.10295931	0.35257170	0.52863956	0.09805267	0.00000000	0.44129598	0.06185651	0.06280990	0.10536599	0.06494372	0.10201318	0.10686240	0.18030268	0.36422498	0.41622349	
otoGar3	0.47646116	0.61313192	0.44109439	0.43464284	0.43666287	0.44199827	0.31309042	0.65873945	0.42671471	0.44129598	0.00000000	0.43649839	0.43892483	0.44379579	0.44151624	0.44516279	0.44702681	0.47022936	0.51195270	0.53789758	
panPan1	0.18160622	0.47474065	0.09195212	0.02956281	0.02280607	0.09598541	0.34767841	0.52241504	0.09260170	0.06185651	0.43649839	0.00000000	0.01158970	0.09872196	0.05189959	0.09524188	0.10013046	0.17455856	0.35795478	0.41044072	
panTro4	0.18476002	0.47503271	0.09278650	0.03000041	0.02189564	0.09790042	0.34823691	0.52196952	0.09334120	0.06280990	0.43892483	0.01158970	0.00000000	0.10108163	0.05211612	0.09637056	0.10240081	0.17682341	0.35962249	0.41119649	
papAnu2	0.19413460	0.48485415	0.04210793	0.10120276	0.10075807	0.03245028	0.35695812	0.53026839	0.05312427	0.10536599	0.44379579	0.09872196	0.10108163	0.00000000	0.10342564	0.03669548	0.05917175	0.18685845	0.36836259	0.41953371	
ponAbe2	0.18692541	0.48009869	0.09591310	0.05415059	0.05089252	0.10039718	0.35196220	0.52809297	0.09554549	0.06494372	0.44151624	0.05189959	0.05211612	0.10342564	0.00000000	0.09922144	0.10466864	0.17908693	0.36330493	0.41527763	
rheMac3	0.19251705	0.48775126	0.04349882	0.09677921	0.09490642	0.01875191	0.35856358	0.53602265	0.05422170	0.10201318	0.44516279	0.09524188	0.09637056	0.03669548	0.09922144	0.00000000	0.05926409	0.18572347	0.36832749	0.42112885	
rhiRox1	0.19598442	0.48604405	0.05535687	0.10194502	0.10164843	0.05692244	0.35894940	0.53210381	0.02525136	0.10686240	0.44702681	0.10013046	0.10240081	0.05917175	0.10466864	0.05926409	0.00000000	0.18903941	0.37071628	0.42050025	
saiBol1	0.10123637	0.51710658	0.18347649	0.17523276	0.17631485	0.18499492	0.38703506	0.56296363	0.17562786	0.18030268	0.47022936	0.17455856	0.17682341	0.18685845	0.17908693	0.18572347	0.18903941	0.00000000	0.39483683	0.44510151	
tarSyr2	0.39909203	0.57232191	0.36671308	0.35816685	0.35878550	0.36621874	0.43049585	0.62241277	0.35775196	0.36422498	0.51195270	0.35795478	0.35962249	0.36836259	0.36330493	0.36832749	0.37071628	0.39483683	0.00000000	0.49646444	
tupBel1	0.44999595	0.58506882	0.41802113	0.41040645	0.40963270	0.41810453	0.47475915	0.65131366	0.41433996	0.41622349	0.53789758	0.41044072	0.41119649	0.41953371	0.41527763	0.42112885	0.42050025	0.44510151	0.49646444	0.00000000	
