	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.35216619	0.13509701	0.12548326	0.12768439	0.13397387	0.27756589	0.46184782	0.13309380	0.12850598	0.32743081	0.12516973	0.12753237	0.13477521	0.12764822	0.13381139	0.13430229	0.06939116	0.28196843	0.34720008	
canFam3	0.35216619	0.00000000	0.33386864	0.32598890	0.32663576	0.33269432	0.34054328	0.51523257	0.33278102	0.32776005	0.38751989	0.32591052	0.32636221	0.33345094	0.32765840	0.33318711	0.33384108	0.34909160	0.35818651	0.39154619	
chlSab2	0.13509701	0.33386864	0.00000000	0.07124184	0.07247197	0.02701291	0.25999955	0.44295641	0.03744838	0.07404993	0.31023965	0.07074673	0.07240743	0.02804839	0.07311384	0.02786780	0.03722823	0.13150994	0.26432953	0.32883923	
gorGor3	0.12548326	0.32598890	0.07124184	0.00000000	0.01899858	0.07017678	0.25200227	0.43628399	0.07129664	0.04283718	0.30245477	0.01888748	0.01920833	0.07105250	0.03807775	0.07024374	0.07195079	0.12283442	0.25640240	0.32044589	
hg38	0.12768439	0.32663576	0.07247197	0.01899858	0.00000000	0.07228407	0.25210461	0.43497135	0.07123163	0.04473261	0.30280770	0.01498225	0.01653725	0.07315701	0.03901186	0.07137955	0.07208259	0.12323396	0.25726328	0.32161915	
macFas5	0.13397387	0.33269432	0.02701291	0.07017678	0.07228407	0.00000000	0.25836420	0.44147611	0.03569915	0.07345638	0.30863772	0.06953834	0.07199664	0.01798822	0.07224822	0.00563062	0.03551508	0.12995092	0.26261390	0.32763323	
micMur1	0.27756589	0.34054328	0.25999955	0.25200227	0.25210461	0.25836420	0.00000000	0.46822960	0.25911352	0.25321394	0.22100108	0.25186551	0.25204719	0.25915187	0.25290383	0.25897382	0.26001794	0.27479244	0.27883302	0.33773246	
mm10	0.46184782	0.51523257	0.44295641	0.43628399	0.43497135	0.44147611	0.46822960	0.00000000	0.44361131	0.43815424	0.50547881	0.43604609	0.43520049	0.44229549	0.43756841	0.44241001	0.44365794	0.45952421	0.47883057	0.50805406	
nasLar1	0.13309380	0.33278102	0.03744838	0.07129664	0.07123163	0.03569915	0.25911352	0.44361131	0.00000000	0.07303349	0.30888276	0.07099370	0.07125243	0.03666339	0.07186140	0.03648658	0.01316881	0.13068409	0.26271635	0.32708640	
nomLeu3	0.12850598	0.32776005	0.07404993	0.04283718	0.04473261	0.07345638	0.25321394	0.43815424	0.07303349	0.00000000	0.30353813	0.04202758	0.04445692	0.07434139	0.04485716	0.07292952	0.07363353	0.12438310	0.25730341	0.32256707	
otoGar3	0.32743081	0.38751989	0.31023965	0.30245477	0.30280770	0.30863772	0.22100108	0.50547881	0.30888276	0.30353813	0.00000000	0.30246111	0.30266109	0.30939524	0.30356059	0.30909083	0.31042611	0.32448324	0.32801198	0.38220105	
panPan1	0.12516973	0.32591052	0.07074673	0.01888748	0.01498225	0.06953834	0.25186551	0.43604609	0.07099370	0.04202758	0.30246111	0.00000000	0.00565130	0.07047455	0.03728344	0.06980173	0.07168109	0.12280399	0.25639348	0.32028452	
panTro4	0.12753237	0.32636221	0.07240743	0.01920833	0.01653725	0.07199664	0.25204719	0.43520049	0.07125243	0.04445692	0.30266109	0.00565130	0.00000000	0.07291182	0.03895119	0.07138245	0.07197255	0.12311431	0.25695312	0.32146697	
papAnu2	0.13477521	0.33345094	0.02804839	0.07105250	0.07315701	0.01798822	0.25915187	0.44229549	0.03666339	0.07434139	0.30939524	0.07047455	0.07291182	0.00000000	0.07326101	0.01854891	0.03649400	0.13085715	0.26355484	0.32841248	
ponAbe2	0.12764822	0.32765840	0.07311384	0.03807775	0.03901186	0.07224822	0.25290383	0.43756841	0.07186140	0.04485716	0.30356059	0.03728344	0.03895119	0.07326101	0.00000000	0.07187179	0.07242495	0.12362469	0.25732102	0.32212186	
rheMac3	0.13381139	0.33318711	0.02786780	0.07024374	0.07137955	0.00563062	0.25897382	0.44241001	0.03648658	0.07292952	0.30909083	0.06980173	0.07138245	0.01854891	0.07187179	0.00000000	0.03630150	0.13032020	0.26301040	0.32778311	
rhiRox1	0.13430229	0.33384108	0.03722823	0.07195079	0.07208259	0.03551508	0.26001794	0.44365794	0.01316881	0.07363353	0.31042611	0.07168109	0.07197255	0.03649400	0.07242495	0.03630150	0.00000000	0.13188886	0.26427741	0.32840348	
saiBol1	0.06939116	0.34909160	0.13150994	0.12283442	0.12323396	0.12995092	0.27479244	0.45952421	0.13068409	0.12438310	0.32448324	0.12280399	0.12311431	0.13085715	0.12362469	0.13032020	0.13188886	0.00000000	0.27854728	0.34270895	
tarSyr2	0.28196843	0.35818651	0.26432953	0.25640240	0.25726328	0.26261390	0.27883302	0.47883057	0.26271635	0.25730341	0.32801198	0.25639348	0.25695312	0.26355484	0.25732102	0.26301040	0.26427741	0.27854728	0.00000000	0.34943951	
tupBel1	0.34720008	0.39154619	0.32883923	0.32044589	0.32161915	0.32763323	0.33773246	0.50805406	0.32708640	0.32256707	0.38220105	0.32028452	0.32146697	0.32841248	0.32212186	0.32778311	0.32840348	0.34270895	0.34943951	0.00000000	
