	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.26961869	0.11421317	0.10774492	0.10824802	0.11327223	0.21905778	0.32998822	0.11338357	0.10951241	0.24998924	0.10776468	0.10821084	0.11384783	0.10853558	0.11329910	0.11458634	0.06229631	0.22895276	0.26467692	
canFam3	0.26961869	0.00000000	0.25857839	0.25435278	0.25425722	0.25784094	0.26329719	0.35910635	0.25872575	0.25569238	0.28999370	0.25440276	0.25426791	0.25826084	0.25508371	0.25830926	0.25900177	0.26906432	0.28063323	0.29403397	
chlSab2	0.11421317	0.25857839	0.00000000	0.06384130	0.06371745	0.02331718	0.20736388	0.31959203	0.03373122	0.06565768	0.23944612	0.06352657	0.06389355	0.02426716	0.06437913	0.02398276	0.03387872	0.11369799	0.21748069	0.25399750	
gorGor3	0.10774492	0.25435278	0.06384130	0.00000000	0.01792551	0.06283154	0.20257594	0.31641553	0.06366274	0.04089208	0.23493353	0.01773550	0.01791920	0.06359249	0.03500075	0.06269494	0.06439512	0.10717301	0.21291791	0.24990493	
hg38	0.10824802	0.25425722	0.06371745	0.01792551	0.00000000	0.06307420	0.20240400	0.31576974	0.06341142	0.04095196	0.23511567	0.01378831	0.01403208	0.06385336	0.03465415	0.06257528	0.06433459	0.10741507	0.21324444	0.24983324	
macFas5	0.11327223	0.25784094	0.02331718	0.06283154	0.06307420	0.00000000	0.20654093	0.31895009	0.03194127	0.06472191	0.23874335	0.06252319	0.06313307	0.01495489	0.06344646	0.00518615	0.03224834	0.11260508	0.21663797	0.25329762	
micMur1	0.21905778	0.26329719	0.20736388	0.20257594	0.20240400	0.20654093	0.00000000	0.33244811	0.20768623	0.20372599	0.18286235	0.20251943	0.20245712	0.20700186	0.20304330	0.20688290	0.20783732	0.21858575	0.22857454	0.26029420	
mm10	0.32998822	0.35910635	0.31959203	0.31641553	0.31576974	0.31895009	0.33244811	0.00000000	0.32026193	0.31794401	0.35105099	0.31636734	0.31608839	0.31917996	0.31708797	0.31958828	0.32002001	0.32974875	0.34343251	0.35471343	
nasLar1	0.11338357	0.25872575	0.03373122	0.06366274	0.06341142	0.03194127	0.20768623	0.32026193	0.00000000	0.06529464	0.23904201	0.06338285	0.06355103	0.03281737	0.06405379	0.03266604	0.01222922	0.11315288	0.21719868	0.25425323	
nomLeu3	0.10951241	0.25569238	0.06565768	0.04089208	0.04095196	0.06472191	0.20372599	0.31794401	0.06529464	0.00000000	0.23635207	0.04036289	0.04092636	0.06546955	0.04124148	0.06452083	0.06610629	0.10884215	0.21425830	0.25134426	
otoGar3	0.24998924	0.28999370	0.23944612	0.23493353	0.23511567	0.23874335	0.18286235	0.35105099	0.23904201	0.23635207	0.00000000	0.23516609	0.23512738	0.23910558	0.23562666	0.23896680	0.23991240	0.24982524	0.25923672	0.28553721	
panPan1	0.10776468	0.25440276	0.06352657	0.01773550	0.01378831	0.06252319	0.20251943	0.31636734	0.06338285	0.04036289	0.23516609	0.00000000	0.00528968	0.06330897	0.03450018	0.06243192	0.06412023	0.10725257	0.21304349	0.24994200	
panTro4	0.10821084	0.25426791	0.06389355	0.01791920	0.01403208	0.06313307	0.20245712	0.31608839	0.06355103	0.04092636	0.23512738	0.00528968	0.00000000	0.06390470	0.03491706	0.06275271	0.06435565	0.10738004	0.21291673	0.24989513	
papAnu2	0.11384783	0.25826084	0.02426716	0.06359249	0.06385336	0.01495489	0.20700186	0.31917996	0.03281737	0.06546955	0.23910558	0.06330897	0.06390470	0.00000000	0.06425932	0.01592711	0.03312892	0.11320136	0.21713940	0.25371281	
ponAbe2	0.10853558	0.25508371	0.06437913	0.03500075	0.03465415	0.06344646	0.20304330	0.31708797	0.06405379	0.04124148	0.23562666	0.03450018	0.03491706	0.06425932	0.00000000	0.06325234	0.06486220	0.10782179	0.21344135	0.25065937	
rheMac3	0.11329910	0.25830926	0.02398276	0.06269494	0.06257528	0.00518615	0.20688290	0.31958828	0.03266604	0.06452083	0.23896680	0.06243192	0.06275271	0.01592711	0.06325234	0.00000000	0.03280464	0.11277289	0.21683151	0.25359218	
rhiRox1	0.11458634	0.25900177	0.03387872	0.06439512	0.06433459	0.03224834	0.20783732	0.32002001	0.01222922	0.06610629	0.23991240	0.06412023	0.06435565	0.03312892	0.06486220	0.03280464	0.00000000	0.11420139	0.21791414	0.25447303	
saiBol1	0.06229631	0.26906432	0.11369799	0.10717301	0.10741507	0.11260508	0.21858575	0.32974875	0.11315288	0.10884215	0.24982524	0.10725257	0.10738004	0.11320136	0.10782179	0.11277289	0.11420139	0.00000000	0.22869716	0.26419281	
tarSyr2	0.22895276	0.28063323	0.21748069	0.21291791	0.21324444	0.21663797	0.22857454	0.34343251	0.21719868	0.21425830	0.25923672	0.21304349	0.21291673	0.21713940	0.21344135	0.21683151	0.21791414	0.22869716	0.00000000	0.27445041	
tupBel1	0.26467692	0.29403397	0.25399750	0.24990493	0.24983324	0.25329762	0.26029420	0.35471343	0.25425323	0.25134426	0.28553721	0.24994200	0.24989513	0.25371281	0.25065937	0.25359218	0.25447303	0.26419281	0.27445041	0.00000000	
