	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.46142502	0.15289970	0.14422147	0.14426548	0.15237821	0.32723598	0.57902793	0.15150692	0.14768768	0.41777762	0.14386582	0.14453143	0.15329203	0.14629024	0.15444129	0.15510279	0.08008249	0.34707809	0.42710011	
canFam3	0.46142502	0.00000000	0.43113876	0.42254937	0.42278402	0.43048104	0.46154832	0.71923784	0.42981555	0.42688341	0.54712836	0.42278458	0.42285623	0.43118091	0.42632787	0.43310160	0.43323116	0.45865120	0.50433293	0.54401139	
chlSab2	0.15289970	0.43113876	0.00000000	0.07955920	0.07828949	0.02907379	0.29885554	0.54595171	0.04144537	0.08263562	0.39103482	0.07867019	0.07896232	0.03025153	0.08088515	0.03274615	0.04259930	0.15084003	0.31856999	0.39929264	
gorGor3	0.14422147	0.42254937	0.07955920	0.00000000	0.02384020	0.07925018	0.29067934	0.53802089	0.07978901	0.05208331	0.38226306	0.02367359	0.02345737	0.08042277	0.04387033	0.08083452	0.08250032	0.14218281	0.31139511	0.39097523	
hg38	0.14426548	0.42278402	0.07828949	0.02384020	0.00000000	0.07863190	0.29000206	0.53623526	0.07857333	0.05104407	0.38328228	0.01824644	0.01794923	0.07976610	0.04238722	0.08005649	0.08138529	0.14177591	0.31103588	0.39058874	
macFas5	0.15237821	0.43048104	0.02907379	0.07925018	0.07863190	0.00000000	0.29824436	0.54451263	0.03988036	0.08259849	0.39044176	0.07842787	0.07913165	0.01980480	0.08071282	0.01094909	0.04131050	0.15007075	0.31777186	0.39833066	
micMur1	0.32723598	0.46154832	0.29885554	0.29067934	0.29000206	0.29824436	0.00000000	0.60877757	0.29931585	0.29376205	0.27542411	0.29040099	0.29021440	0.29904631	0.29306663	0.30041826	0.30132067	0.32559027	0.36616502	0.43579642	
mm10	0.57902793	0.71923784	0.54595171	0.53802089	0.53623526	0.54451263	0.60877757	0.00000000	0.54665092	0.54297804	0.68155190	0.53734908	0.53704732	0.54530348	0.54156257	0.54828429	0.54779537	0.57770806	0.63710434	0.68394080	
nasLar1	0.15150692	0.42981555	0.04144537	0.07978901	0.07857333	0.03988036	0.29931585	0.54665092	0.00000000	0.08261585	0.38837435	0.07902429	0.07906522	0.04100080	0.08093590	0.04306288	0.01693348	0.15001994	0.31805872	0.39943847	
nomLeu3	0.14768768	0.42688341	0.08263562	0.05208331	0.05104407	0.08259849	0.29376205	0.54297804	0.08261585	0.00000000	0.38660103	0.05056345	0.05079388	0.08365682	0.05198406	0.08438256	0.08539936	0.14544719	0.31484662	0.39495222	
otoGar3	0.41777762	0.54712836	0.39103482	0.38226306	0.38328228	0.39044176	0.27542411	0.68155190	0.38837435	0.38660103	0.00000000	0.38332189	0.38337831	0.39113849	0.38599918	0.39263882	0.39372705	0.41609381	0.45255941	0.51186106	
panPan1	0.14386582	0.42278458	0.07867019	0.02367359	0.01824644	0.07842787	0.29040099	0.53734908	0.07902429	0.05056345	0.38332189	0.00000000	0.00824560	0.07949614	0.04287747	0.08028466	0.08160502	0.14191996	0.31096406	0.39095457	
panTro4	0.14453143	0.42285623	0.07896232	0.02345737	0.01794923	0.07913165	0.29021440	0.53704732	0.07906522	0.05079388	0.38337831	0.00824560	0.00000000	0.08020582	0.04308146	0.08069009	0.08174816	0.14199724	0.31047881	0.39100356	
papAnu2	0.15329203	0.43118091	0.03025153	0.08042277	0.07976610	0.01980480	0.29904631	0.54530348	0.04100080	0.08365682	0.39113849	0.07949614	0.08020582	0.00000000	0.08186891	0.02395942	0.04249681	0.15104616	0.31863560	0.39925028	
ponAbe2	0.14629024	0.42632787	0.08088515	0.04387033	0.04238722	0.08071282	0.29306663	0.54156257	0.08093590	0.05198406	0.38599918	0.04287747	0.04308146	0.08186891	0.00000000	0.08262859	0.08362631	0.14398837	0.31315283	0.39438060	
rheMac3	0.15444129	0.43310160	0.03274615	0.08083452	0.08005649	0.01094909	0.30041826	0.54828429	0.04306288	0.08438256	0.39263882	0.08028466	0.08069009	0.02395942	0.08262859	0.00000000	0.04453385	0.15231194	0.32009317	0.40088886	
rhiRox1	0.15510279	0.43323116	0.04259930	0.08250032	0.08138529	0.04131050	0.30132067	0.54779537	0.01693348	0.08539936	0.39372705	0.08160502	0.08174816	0.04249681	0.08362631	0.04453385	0.00000000	0.15340243	0.32100463	0.40120159	
saiBol1	0.08008249	0.45865120	0.15084003	0.14218281	0.14177591	0.15007075	0.32559027	0.57770806	0.15001994	0.14544719	0.41609381	0.14191996	0.14199724	0.15104616	0.14398837	0.15231194	0.15340243	0.00000000	0.34560221	0.42558106	
tarSyr2	0.34707809	0.50433293	0.31856999	0.31139511	0.31103588	0.31777186	0.36616502	0.63710434	0.31805872	0.31484662	0.45255941	0.31096406	0.31047881	0.31863560	0.31315283	0.32009317	0.32100463	0.34560221	0.00000000	0.46871093	
tupBel1	0.42710011	0.54401139	0.39929264	0.39097523	0.39058874	0.39833066	0.43579642	0.68394080	0.39943847	0.39495222	0.51186106	0.39095457	0.39100356	0.39925028	0.39438060	0.40088886	0.40120159	0.42558106	0.46871093	0.00000000	
