	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.26820773	0.12802287	0.12241356	0.12465577	0.12852722	0.22592462	0.29467335	0.12268480	0.12571961	0.25201357	0.12250020	0.12469644	0.12958035	0.12487903	0.12716050	0.13002953	0.07091574	0.23251441	0.25092688	
canFam3	0.26820773	0.00000000	0.25681638	0.25324210	0.25323072	0.25654669	0.26494443	0.32274523	0.25581327	0.25599370	0.28629753	0.25370225	0.25414931	0.25696084	0.25547513	0.25809290	0.25756622	0.26595296	0.27876756	0.28247341	
chlSab2	0.12802287	0.25681638	0.00000000	0.06953945	0.06936806	0.02958536	0.21345675	0.28470475	0.03927930	0.07300065	0.24126464	0.06874646	0.06982983	0.03159560	0.07077943	0.02943968	0.04095951	0.12476682	0.22168521	0.24020498	
gorGor3	0.12241356	0.25324210	0.06953945	0.00000000	0.01966026	0.07126221	0.20967470	0.28226929	0.06870749	0.04697450	0.23757193	0.01984502	0.02057289	0.07311962	0.03921637	0.06850451	0.07274609	0.11838924	0.21792268	0.23704619	
hg38	0.12465577	0.25323072	0.06936806	0.01966026	0.00000000	0.07186006	0.20989830	0.28123012	0.06879627	0.04662061	0.23930072	0.01522332	0.01556396	0.07416544	0.03812413	0.06831856	0.07373721	0.12042190	0.21943218	0.23739588	
macFas5	0.12852722	0.25654669	0.02958536	0.07126221	0.07186006	0.00000000	0.21288230	0.28477488	0.03772031	0.07440348	0.24136970	0.07028472	0.07201279	0.02269964	0.07254091	0.00924013	0.04081320	0.12487615	0.22120914	0.23951322	
micMur1	0.22592462	0.26494443	0.21345675	0.20967470	0.20989830	0.21288230	0.00000000	0.30038650	0.21216740	0.21209937	0.18965313	0.20974700	0.21043330	0.21348911	0.21124950	0.21354040	0.21440470	0.22324610	0.23304610	0.25195494	
mm10	0.29467335	0.32274523	0.28470475	0.28226929	0.28123012	0.28477488	0.30038650	0.00000000	0.28579478	0.28491907	0.31242999	0.28262764	0.28240909	0.28463143	0.28367329	0.28695776	0.28588548	0.29381603	0.30890057	0.31424827	
nasLar1	0.12268480	0.25581327	0.03927930	0.06870749	0.06879627	0.03772031	0.21216740	0.28579478	0.00000000	0.07164573	0.23635726	0.06823738	0.06912889	0.03944004	0.06974643	0.03815091	0.01741684	0.11976357	0.21747919	0.23794592	
nomLeu3	0.12571961	0.25599370	0.07300065	0.04697450	0.04662061	0.07440348	0.21209937	0.28491907	0.07164573	0.00000000	0.24059779	0.04572292	0.04674927	0.07612539	0.04774051	0.07201226	0.07599771	0.12173261	0.22044184	0.23943066	
otoGar3	0.25201357	0.28629753	0.24126464	0.23757193	0.23930072	0.24136970	0.18965313	0.31242999	0.23635726	0.24059779	0.00000000	0.23862604	0.23992213	0.24168902	0.24021873	0.24142015	0.24297071	0.24966775	0.25961724	0.27100817	
panPan1	0.12250020	0.25370225	0.06874646	0.01984502	0.01522332	0.07028472	0.20974700	0.28262764	0.06823738	0.04572292	0.23862604	0.00000000	0.00662401	0.07217024	0.03806980	0.06781578	0.07205732	0.11869104	0.21814676	0.23689221	
panTro4	0.12469644	0.25414931	0.06982983	0.02057289	0.01556396	0.07201279	0.21043330	0.28240909	0.06912889	0.04674927	0.23992213	0.00662401	0.00000000	0.07406571	0.03874650	0.06876829	0.07380799	0.12047669	0.21955864	0.23773057	
papAnu2	0.12958035	0.25696084	0.03159560	0.07311962	0.07416544	0.02269964	0.21348911	0.28463143	0.03944004	0.07612539	0.24168902	0.07217024	0.07406571	0.00000000	0.07461287	0.02309630	0.04249407	0.12584828	0.22205478	0.24050711	
ponAbe2	0.12487903	0.25547513	0.07077943	0.03921637	0.03812413	0.07254091	0.21124950	0.28367329	0.06974643	0.04774051	0.24021873	0.03806980	0.03874650	0.07461287	0.00000000	0.06969845	0.07416139	0.12057678	0.21997755	0.23872777	
rheMac3	0.12716050	0.25809290	0.02943968	0.06850451	0.06831856	0.00924013	0.21354040	0.28695776	0.03815091	0.07201226	0.24142015	0.06781578	0.06876829	0.02309630	0.06969845	0.00000000	0.04004424	0.12350296	0.22101320	0.24082052	
rhiRox1	0.13002953	0.25756622	0.04095951	0.07274609	0.07373721	0.04081320	0.21440470	0.28588548	0.01741684	0.07599771	0.24297071	0.07205732	0.07380799	0.04249407	0.07416139	0.04004424	0.00000000	0.12669991	0.22281933	0.24040773	
saiBol1	0.07091574	0.26595296	0.12476682	0.11838924	0.12042190	0.12487615	0.22324610	0.29381603	0.11976357	0.12173261	0.24966775	0.11869104	0.12047669	0.12584828	0.12057678	0.12350296	0.12669991	0.00000000	0.23019321	0.24822463	
tarSyr2	0.23251441	0.27876756	0.22168521	0.21792268	0.21943218	0.22120914	0.23304610	0.30890057	0.21747919	0.22044184	0.25961724	0.21814676	0.21955864	0.22205478	0.21997755	0.22101320	0.22281933	0.23019321	0.00000000	0.25984897	
tupBel1	0.25092688	0.28247341	0.24020498	0.23704619	0.23739588	0.23951322	0.25195494	0.31424827	0.23794592	0.23943066	0.27100817	0.23689221	0.23773057	0.24050711	0.23872777	0.24082052	0.24040773	0.24822463	0.25984897	0.00000000	
