	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.34496662	0.14601184	0.13703632	0.13899514	0.14553706	0.26912401	0.40002940	0.14332475	0.14142892	0.32159244	0.13661420	0.13935091	0.14639713	0.14039152	0.14807984	0.14597322	0.07964956	0.27435529	0.32775900	
canFam3	0.34496662	0.00000000	0.32873696	0.32198393	0.32316306	0.32781339	0.34205324	0.45699243	0.32571328	0.32523687	0.38497003	0.32175071	0.32355636	0.32844401	0.32548486	0.33082205	0.32805784	0.34119231	0.35835592	0.38413677	
chlSab2	0.14601184	0.32873696	0.00000000	0.07954109	0.08002430	0.03229498	0.25044262	0.38484698	0.04332287	0.08363740	0.30584213	0.07882166	0.08057833	0.03354052	0.08237860	0.03741197	0.04409089	0.14144164	0.25602685	0.31076052	
gorGor3	0.13703632	0.32198393	0.07954109	0.00000000	0.02369175	0.07942732	0.24408206	0.37964489	0.07980858	0.05068274	0.30054913	0.02420284	0.02433858	0.08036428	0.04506152	0.08234538	0.08200008	0.13374074	0.24974556	0.30403817	
hg38	0.13899514	0.32316306	0.08002430	0.02369175	0.00000000	0.08095406	0.24381032	0.37924129	0.07906022	0.05223113	0.30084905	0.01929361	0.02058194	0.08191308	0.04520712	0.08288408	0.08138154	0.13363746	0.25013667	0.30491468	
macFas5	0.14553706	0.32781339	0.03229498	0.07942732	0.08095406	0.00000000	0.24941723	0.38401796	0.04201566	0.08418589	0.30503305	0.07853561	0.08126456	0.02288615	0.08232269	0.01284122	0.04290197	0.14047855	0.25501404	0.31002886	
micMur1	0.26912401	0.34205324	0.25044262	0.24408206	0.24381032	0.24941723	0.00000000	0.41285497	0.24955173	0.24606286	0.23043539	0.24387646	0.24416603	0.25006646	0.24590277	0.25239967	0.25125091	0.26660660	0.28276937	0.32910358	
mm10	0.40002940	0.45699243	0.38484698	0.37964489	0.37924129	0.38401796	0.41285497	0.00000000	0.38425050	0.38258982	0.44175685	0.37917631	0.37970324	0.38468333	0.38233130	0.38713986	0.38483896	0.39811355	0.42050182	0.44203307	
nasLar1	0.14332475	0.32571328	0.04332287	0.07980858	0.07906022	0.04201566	0.24955173	0.38425050	0.00000000	0.08256906	0.30385129	0.07943329	0.07957468	0.04308138	0.08118762	0.04658943	0.01731658	0.14046369	0.25468747	0.30902652	
nomLeu3	0.14142892	0.32523687	0.08363740	0.05068274	0.05223113	0.08418589	0.24606286	0.38258982	0.08256906	0.00000000	0.30211535	0.04952770	0.05223899	0.08517321	0.05325459	0.08642723	0.08479203	0.13616590	0.25169815	0.30687552	
otoGar3	0.32159244	0.38497003	0.30584213	0.30054913	0.30084905	0.30503305	0.23043539	0.44175685	0.30385129	0.30211535	0.00000000	0.30064368	0.30098850	0.30572714	0.30266187	0.30794592	0.30681020	0.31932915	0.33256988	0.37037752	
panPan1	0.13661420	0.32175071	0.07882166	0.02420284	0.01929361	0.07853561	0.24387646	0.37917631	0.07943329	0.04952770	0.30064368	0.00000000	0.00867480	0.07957855	0.04397533	0.08176161	0.08167875	0.13374943	0.24977841	0.30406642	
panTro4	0.13935091	0.32355636	0.08057833	0.02433858	0.02058194	0.08126456	0.24416603	0.37970324	0.07957468	0.05223899	0.30098850	0.00867480	0.00000000	0.08220681	0.04557391	0.08346328	0.08192789	0.13399027	0.25030609	0.30514725	
papAnu2	0.14639713	0.32844401	0.03354052	0.08036428	0.08191308	0.02288615	0.25006646	0.38468333	0.04308138	0.08517321	0.30572714	0.07957855	0.08220681	0.00000000	0.08352308	0.02775257	0.04400402	0.14149538	0.25575881	0.31077998	
ponAbe2	0.14039152	0.32548486	0.08237860	0.04506152	0.04520712	0.08232269	0.24590277	0.38233130	0.08118762	0.05325459	0.30266187	0.04397533	0.04557391	0.08352308	0.00000000	0.08512349	0.08324883	0.13547197	0.25179374	0.30697850	
rheMac3	0.14807984	0.33082205	0.03741197	0.08234538	0.08288408	0.01284122	0.25239967	0.38713986	0.04658943	0.08642723	0.30794592	0.08176161	0.08346328	0.02775257	0.08512349	0.00000000	0.04752092	0.14334638	0.25813515	0.31272772	
rhiRox1	0.14597322	0.32805784	0.04409089	0.08200008	0.08138154	0.04290197	0.25125091	0.38483896	0.01731658	0.08479203	0.30681020	0.08167875	0.08192789	0.04400402	0.08324883	0.04752092	0.00000000	0.14320672	0.25685769	0.31092200	
saiBol1	0.07964956	0.34119231	0.14144164	0.13374074	0.13363746	0.14047855	0.26660660	0.39811355	0.14046369	0.13616590	0.31932915	0.13374943	0.13399027	0.14149538	0.13547197	0.14334638	0.14320672	0.00000000	0.27146902	0.32416258	
tarSyr2	0.27435529	0.35835592	0.25602685	0.24974556	0.25013667	0.25501404	0.28276937	0.42050182	0.25468747	0.25169815	0.33256988	0.24977841	0.25030609	0.25575881	0.25179374	0.25813515	0.25685769	0.27146902	0.00000000	0.34121458	
tupBel1	0.32775900	0.38413677	0.31076052	0.30403817	0.30491468	0.31002886	0.32910358	0.44203307	0.30902652	0.30687552	0.37037752	0.30406642	0.30514725	0.31077998	0.30697850	0.31272772	0.31092200	0.32416258	0.34121458	0.00000000	
