	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.27768988	0.12266908	0.11473346	0.11648456	0.12175414	0.22932451	0.34190427	0.12103590	0.11718168	0.26232893	0.11450016	0.11633083	0.12240356	0.11643489	0.12158715	0.12202456	0.06597236	0.23233447	0.27486444	
canFam3	0.27768988	0.00000000	0.26629997	0.26127704	0.26117921	0.26517644	0.27011555	0.36932613	0.26553983	0.26208099	0.29903486	0.26117440	0.26145571	0.26576486	0.26231373	0.26571461	0.26623761	0.27580086	0.28132890	0.30109910	
chlSab2	0.12266908	0.26629997	0.00000000	0.06769069	0.06875519	0.02640730	0.21715944	0.33169163	0.03628746	0.07018824	0.25110199	0.06726388	0.06869861	0.02742401	0.06929984	0.02726053	0.03621642	0.11968901	0.21998560	0.26323356	
gorGor3	0.11473346	0.26127704	0.06769069	0.00000000	0.01867590	0.06672626	0.21158202	0.32797013	0.06761002	0.04148348	0.24601288	0.01858748	0.01887554	0.06750669	0.03697270	0.06677255	0.06830788	0.11248990	0.21446622	0.25784755	
hg38	0.11648456	0.26117921	0.06875519	0.01867590	0.00000000	0.06853623	0.21163738	0.32728284	0.06756518	0.04314701	0.24624866	0.01476766	0.01623634	0.06933597	0.03780285	0.06773799	0.06841433	0.11281883	0.21500527	0.25836903	
macFas5	0.12175414	0.26517644	0.02640730	0.06672626	0.06853623	0.00000000	0.21604370	0.33088438	0.03462925	0.06962826	0.25008343	0.06616346	0.06830049	0.01763379	0.06849603	0.00558487	0.03458583	0.11842566	0.21883594	0.26231927	
micMur1	0.22932451	0.27011555	0.21715944	0.21158202	0.21163738	0.21604370	0.00000000	0.34520253	0.21656278	0.21238164	0.18957789	0.21146835	0.21162302	0.21660435	0.21220729	0.21647199	0.21717164	0.22740159	0.23014681	0.26876107	
mm10	0.34190427	0.36932613	0.33169163	0.32797013	0.32728284	0.33088438	0.34520253	0.00000000	0.33201229	0.32912928	0.36428174	0.32781588	0.32740312	0.33130966	0.32869685	0.33138202	0.33202356	0.34065052	0.35082117	0.36558037	
nasLar1	0.12103590	0.26553983	0.03628746	0.06761002	0.06756518	0.03462925	0.21656278	0.33201229	0.00000000	0.06918574	0.25026624	0.06735109	0.06758166	0.03552911	0.06812610	0.03535559	0.01284673	0.11899221	0.21894476	0.26213565	
nomLeu3	0.11718168	0.26208099	0.07018824	0.04148348	0.04314701	0.06962826	0.21238164	0.32912928	0.06918574	0.00000000	0.24670296	0.04074753	0.04289476	0.07042856	0.04327614	0.06916377	0.06985333	0.11379549	0.21516739	0.25918790	
otoGar3	0.26232893	0.29903486	0.25110199	0.24601288	0.24624866	0.25008343	0.18957789	0.36428174	0.25026624	0.24670296	0.00000000	0.24600602	0.24613941	0.25061128	0.24673019	0.25034026	0.25124691	0.26036508	0.26289525	0.29614860	
panPan1	0.11450016	0.26117440	0.06726388	0.01858748	0.01476766	0.06616346	0.21146835	0.32781588	0.06735109	0.04074753	0.24600602	0.00000000	0.00559905	0.06700247	0.03624624	0.06638100	0.06807205	0.11247245	0.21443067	0.25774380	
panTro4	0.11633083	0.26145571	0.06869861	0.01887554	0.01623634	0.06830049	0.21162302	0.32740312	0.06758166	0.04289476	0.24613941	0.00559905	0.00000000	0.06910811	0.03775303	0.06774053	0.06833731	0.11272399	0.21480476	0.25834850	
papAnu2	0.12240356	0.26576486	0.02742401	0.06750669	0.06933597	0.01763379	0.21660435	0.33130966	0.03552911	0.07042856	0.25061128	0.06700247	0.06910811	0.00000000	0.06941117	0.01822555	0.03550695	0.11916893	0.21943181	0.26285493	
ponAbe2	0.11643489	0.26231373	0.06929984	0.03697270	0.03780285	0.06849603	0.21220729	0.32869685	0.06812610	0.04327614	0.24673019	0.03624624	0.03775303	0.06941117	0.00000000	0.06816272	0.06874707	0.11312856	0.21514573	0.25897053	
rheMac3	0.12158715	0.26571461	0.02726053	0.06677255	0.06773799	0.00558487	0.21647199	0.33138202	0.03535559	0.06916377	0.25034026	0.06638100	0.06774053	0.01822555	0.06816272	0.00000000	0.03531929	0.11869757	0.21907449	0.26250503	
rhiRox1	0.12202456	0.26623761	0.03621642	0.06830788	0.06841433	0.03458583	0.21717164	0.33202356	0.01284673	0.06985333	0.25124691	0.06807205	0.06833731	0.03550695	0.06874707	0.03531929	0.00000000	0.12002282	0.21993844	0.26279546	
saiBol1	0.06597236	0.27580086	0.11968901	0.11248990	0.11281883	0.11842566	0.22740159	0.34065052	0.11899221	0.11379549	0.26036508	0.11247245	0.11272399	0.11916893	0.11312856	0.11869757	0.12002282	0.00000000	0.23004638	0.27209418	
tarSyr2	0.23233447	0.28132890	0.21998560	0.21446622	0.21500527	0.21883594	0.23014681	0.35082117	0.21894476	0.21516739	0.26289525	0.21443067	0.21480476	0.21943181	0.21514573	0.21907449	0.21993844	0.23004638	0.00000000	0.27639969	
tupBel1	0.27486444	0.30109910	0.26323356	0.25784755	0.25836903	0.26231927	0.26876107	0.36558037	0.26213565	0.25918790	0.29614860	0.25774380	0.25834850	0.26285493	0.25897053	0.26250503	0.26279546	0.27209418	0.27639969	0.00000000	
