	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.28103197	0.13238174	0.12650581	0.12834895	0.13270640	0.24010999	0.31156258	0.12802095	0.12934044	0.26376650	0.12655252	0.12834386	0.13368259	0.12854551	0.13154632	0.13415966	0.07283462	0.24342780	0.26636177	
canFam3	0.28103197	0.00000000	0.26951852	0.26573665	0.26532293	0.26916371	0.27804947	0.33852756	0.26912679	0.26813335	0.29839187	0.26600083	0.26617420	0.26961911	0.26760879	0.27063285	0.27037776	0.27968385	0.29001317	0.29656379	
chlSab2	0.13238174	0.26951852	0.00000000	0.07224388	0.07195178	0.03028258	0.22771099	0.30142221	0.04058309	0.07540017	0.25252285	0.07149228	0.07239810	0.03211933	0.07322233	0.03015537	0.04196687	0.12975343	0.23217681	0.25540239	
gorGor3	0.12650581	0.26573665	0.07224388	0.00000000	0.02021940	0.07375289	0.22358976	0.29871665	0.07175607	0.04813737	0.24858087	0.02047000	0.02109385	0.07549742	0.04029175	0.07122426	0.07512464	0.12319844	0.22794681	0.25181549	
hg38	0.12834895	0.26532293	0.07195178	0.02021940	0.00000000	0.07422106	0.22344220	0.29748715	0.07175107	0.04779439	0.24957284	0.01576649	0.01596919	0.07635295	0.03921572	0.07092293	0.07593937	0.12484513	0.22893378	0.25186839	
macFas5	0.13270640	0.26916371	0.03028258	0.07375289	0.07422106	0.00000000	0.22711033	0.30142291	0.03907411	0.07659547	0.25250605	0.07285172	0.07434943	0.02285504	0.07477895	0.00909876	0.04171177	0.12975055	0.23157877	0.25464843	
micMur1	0.24010999	0.27804947	0.22771099	0.22358976	0.22344220	0.22711033	0.00000000	0.31823057	0.22714138	0.22561124	0.19921331	0.22354262	0.22394582	0.22767658	0.22482014	0.22774838	0.22858050	0.23806508	0.24494137	0.26756235	
mm10	0.31156258	0.33852756	0.30142221	0.29871665	0.29748715	0.30142291	0.31823057	0.00000000	0.30261188	0.30116322	0.32906900	0.29899874	0.29855808	0.30133100	0.30009353	0.30357131	0.30258907	0.31126752	0.32487043	0.33119926	
nasLar1	0.12802095	0.26912679	0.04058309	0.07175607	0.07175107	0.03907411	0.22714138	0.30261188	0.00000000	0.07439726	0.24910477	0.07127382	0.07203009	0.04065240	0.07256427	0.03945275	0.01746857	0.12569166	0.22893098	0.25371631	
nomLeu3	0.12934044	0.26813335	0.07540017	0.04813737	0.04779439	0.07659547	0.22561124	0.30116322	0.07439726	0.00000000	0.25112337	0.04702501	0.04790485	0.07822478	0.04877425	0.07443604	0.07808532	0.12610424	0.23023355	0.25391056	
otoGar3	0.26376650	0.29839187	0.25252285	0.24858087	0.24957284	0.25250605	0.19921331	0.32906900	0.24910477	0.25112337	0.00000000	0.24931209	0.25021521	0.25286756	0.25069721	0.25275131	0.25398204	0.26211991	0.27042019	0.28562719	
panPan1	0.12655252	0.26600083	0.07149228	0.02047000	0.01576649	0.07285172	0.22354262	0.29899874	0.07127382	0.04702501	0.24931209	0.00000000	0.00685666	0.07460452	0.03926227	0.07057767	0.07447160	0.12339841	0.22802110	0.25164722	
panTro4	0.12834386	0.26617420	0.07239810	0.02109385	0.01596919	0.07434943	0.22394582	0.29855808	0.07203009	0.04790485	0.25021521	0.00685666	0.00000000	0.07624984	0.03982214	0.07137336	0.07598825	0.12485364	0.22906821	0.25220933	
papAnu2	0.13368259	0.26961911	0.03211933	0.07549742	0.07635295	0.02285504	0.22767658	0.30133100	0.04065240	0.07822478	0.25286756	0.07460452	0.07624984	0.00000000	0.07669585	0.02324073	0.04326060	0.13066887	0.23245044	0.25556279	
ponAbe2	0.12854551	0.26760879	0.07322233	0.04029175	0.03921572	0.07477895	0.22482014	0.30009353	0.07256427	0.04877425	0.25069721	0.03926227	0.03982214	0.07669585	0.00000000	0.07218353	0.07626258	0.12501346	0.22968574	0.25324873	
rheMac3	0.13154632	0.27063285	0.03015537	0.07122426	0.07092293	0.00909876	0.22774838	0.30357131	0.03945275	0.07443604	0.25275131	0.07057767	0.07137336	0.02324073	0.07218353	0.00000000	0.04100657	0.12857997	0.23149381	0.25582784	
rhiRox1	0.13415966	0.27037776	0.04196687	0.07512464	0.07593937	0.04171177	0.22858050	0.30258907	0.01746857	0.07808532	0.25398204	0.07447160	0.07598825	0.04326060	0.07626258	0.04100657	0.00000000	0.13143427	0.23311428	0.25563117	
saiBol1	0.07283462	0.27968385	0.12975343	0.12319844	0.12484513	0.12975055	0.23806508	0.31126752	0.12569166	0.12610424	0.26211991	0.12339841	0.12485364	0.13066887	0.12501346	0.12857997	0.13143427	0.00000000	0.24169515	0.26442155	
tarSyr2	0.24342780	0.29001317	0.23217681	0.22794681	0.22893378	0.23157877	0.24494137	0.32487043	0.22893098	0.23023355	0.27042019	0.22802110	0.22906821	0.23245044	0.22968574	0.23149381	0.23311428	0.24169515	0.00000000	0.27317688	
tupBel1	0.26636177	0.29656379	0.25540239	0.25181549	0.25186839	0.25464843	0.26756235	0.33119926	0.25371631	0.25391056	0.28562719	0.25164722	0.25220933	0.25556279	0.25324873	0.25582784	0.25563117	0.26442155	0.27317688	0.00000000	
