	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.51178758	0.17095017	0.16115754	0.16214256	0.17032827	0.37000307	0.60063632	0.16756790	0.16518591	0.45266272	0.16057318	0.16243538	0.17120510	0.16467345	0.17103425	0.17322278	0.09190371	0.37068423	0.45939656	
canFam3	0.51178758	0.00000000	0.47773172	0.46858256	0.46732187	0.47633671	0.53015720	0.77245394	0.47430211	0.47198904	0.60876828	0.46774926	0.46756930	0.47685724	0.47189533	0.47809268	0.47901258	0.50812493	0.55947971	0.59690053	
chlSab2	0.17095017	0.47773172	0.00000000	0.08906009	0.08795796	0.03541353	0.33944321	0.56449584	0.04810670	0.09294091	0.42471769	0.08767238	0.08870323	0.03674060	0.09123910	0.03831246	0.05003877	0.16878365	0.33960328	0.42910307	
gorGor3	0.16115754	0.46858256	0.08906009	0.00000000	0.02611363	0.08969450	0.33068444	0.55617815	0.08896862	0.05758961	0.41585909	0.02651022	0.02703080	0.09047427	0.05071903	0.08921766	0.09291276	0.15992130	0.33072306	0.42018199	
hg38	0.16214256	0.46732187	0.08795796	0.02611363	0.00000000	0.08986921	0.32920010	0.55303532	0.08776426	0.05774297	0.41682682	0.02025821	0.02156868	0.09100618	0.04926335	0.08856530	0.09229558	0.15972225	0.33026708	0.41955419	
macFas5	0.17032827	0.47633671	0.03541353	0.08969450	0.08986921	0.00000000	0.33815161	0.56278454	0.04653744	0.09370547	0.42371661	0.08836635	0.09040941	0.02589611	0.09215053	0.01349373	0.04925653	0.16804310	0.33827464	0.42742699	
micMur1	0.37000307	0.53015720	0.33944321	0.33068444	0.32920010	0.33815161	0.00000000	0.64972323	0.33958687	0.33296381	0.29761115	0.32966595	0.32953077	0.33905955	0.33321504	0.33987733	0.34143322	0.36897831	0.40407969	0.48142774	
mm10	0.60063632	0.77245394	0.56449584	0.55617815	0.55303532	0.56278454	0.64972323	0.00000000	0.56477626	0.56094215	0.71028820	0.55549205	0.55467730	0.56311577	0.56053086	0.56684252	0.56625791	0.60060247	0.66267086	0.71416391	
nasLar1	0.16756790	0.47430211	0.04810670	0.08896862	0.08776426	0.04653744	0.33958687	0.56477626	0.00000000	0.09169879	0.41886865	0.08804791	0.08845544	0.04778413	0.09043109	0.04887017	0.02139892	0.16676416	0.33730965	0.42669760	
nomLeu3	0.16518591	0.47198904	0.09294091	0.05758961	0.05774297	0.09370547	0.33296381	0.56094215	0.09169879	0.00000000	0.41829396	0.05555478	0.05728182	0.09485019	0.05966429	0.09327006	0.09612930	0.16284469	0.33314892	0.42372045	
otoGar3	0.45266272	0.60876828	0.42471769	0.41585909	0.41682682	0.42371661	0.29761115	0.71028820	0.41886865	0.41829396	0.00000000	0.41652419	0.41643497	0.42447410	0.42033575	0.42548141	0.42710650	0.45063948	0.48619678	0.54691958	
panPan1	0.16057318	0.46774926	0.08767238	0.02651022	0.02025821	0.08836635	0.32966595	0.55549205	0.08804791	0.05555478	0.41652419	0.00000000	0.00997838	0.08942502	0.04867347	0.08837040	0.09184555	0.15924691	0.33007896	0.42021521	
panTro4	0.16243538	0.46756930	0.08870323	0.02703080	0.02156868	0.09040941	0.32953077	0.55467730	0.08845544	0.05728182	0.41643497	0.00997838	0.00000000	0.09144447	0.04979575	0.08944910	0.09252165	0.16001683	0.32998483	0.42016927	
papAnu2	0.17120510	0.47685724	0.03674060	0.09047427	0.09100618	0.02589611	0.33905955	0.56311577	0.04778413	0.09485019	0.42447410	0.08942502	0.09144447	0.00000000	0.09314815	0.02895793	0.05037964	0.16919006	0.33890728	0.42835675	
ponAbe2	0.16467345	0.47189533	0.09123910	0.05071903	0.04926335	0.09215053	0.33321504	0.56053086	0.09043109	0.05966429	0.42033575	0.04867347	0.04979575	0.09314815	0.00000000	0.09176711	0.09493468	0.16235616	0.33363030	0.42412163	
rheMac3	0.17103425	0.47809268	0.03831246	0.08921766	0.08856530	0.01349373	0.33987733	0.56684252	0.04887017	0.09327006	0.42548141	0.08837040	0.08944910	0.02895793	0.09176711	0.00000000	0.05099859	0.16895345	0.33948793	0.42875204	
rhiRox1	0.17322278	0.47901258	0.05003877	0.09291276	0.09229558	0.04925653	0.34143322	0.56625791	0.02139892	0.09612930	0.42710650	0.09184555	0.09252165	0.05037964	0.09493468	0.05099859	0.00000000	0.17190889	0.34130731	0.43025694	
saiBol1	0.09190371	0.50812493	0.16878365	0.15992130	0.15972225	0.16804310	0.36897831	0.60060247	0.16676416	0.16284469	0.45063948	0.15924691	0.16001683	0.16919006	0.16235616	0.16895345	0.17190889	0.00000000	0.36907241	0.45787651	
tarSyr2	0.37068423	0.55947971	0.33960328	0.33072306	0.33026708	0.33827464	0.40407969	0.66267086	0.33730965	0.33314892	0.48619678	0.33007896	0.32998483	0.33890728	0.33363030	0.33948793	0.34130731	0.36907241	0.00000000	0.50235481	
tupBel1	0.45939656	0.59690053	0.42910307	0.42018199	0.41955419	0.42742699	0.48142774	0.71416391	0.42669760	0.42372045	0.54691958	0.42021521	0.42016927	0.42835675	0.42412163	0.42875204	0.43025694	0.45787651	0.50235481	0.00000000	
