	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.34457190	0.14307247	0.13614457	0.13884622	0.14391796	0.27660674	0.38354438	0.13683588	0.14030915	0.31712971	0.13630800	0.13897008	0.14531895	0.13915618	0.14211933	0.14582074	0.07553961	0.28894656	0.31754013	
canFam3	0.34457190	0.00000000	0.32610689	0.32039390	0.32023502	0.32594062	0.33927057	0.43468734	0.32443477	0.32455241	0.37477083	0.32130215	0.32209501	0.32641427	0.32427350	0.32793749	0.32735222	0.34102425	0.36313430	0.37000369	
chlSab2	0.14307247	0.32610689	0.00000000	0.07339888	0.07313904	0.03042223	0.25861086	0.36665127	0.04073844	0.07724880	0.30101814	0.07245647	0.07366176	0.03258450	0.07475022	0.03022534	0.04241587	0.13908474	0.27382946	0.30140403	
gorGor3	0.13614457	0.32039390	0.07339888	0.00000000	0.02004448	0.07551063	0.25321202	0.36241665	0.07274013	0.04873179	0.29595138	0.02021642	0.02099523	0.07759799	0.04044307	0.07227272	0.07701425	0.13120409	0.26797772	0.29663847	
hg38	0.13884622	0.32023502	0.07313904	0.02004448	0.00000000	0.07609792	0.25349254	0.36052138	0.07273460	0.04833678	0.29921550	0.01562548	0.01578733	0.07881285	0.03926023	0.07203216	0.07823048	0.13360691	0.27031580	0.29782156	
macFas5	0.14391796	0.32594062	0.03042223	0.07551063	0.07609792	0.00000000	0.25783580	0.36676418	0.03905983	0.07897578	0.30134726	0.07429284	0.07621581	0.02358709	0.07683917	0.00956091	0.04241707	0.13932933	0.27291121	0.30089062	
micMur1	0.27660674	0.33927057	0.25861086	0.25321202	0.25349254	0.25783580	0.00000000	0.39337593	0.25670650	0.25644335	0.22402619	0.25333275	0.25439530	0.25870151	0.25546177	0.25865496	0.25990541	0.27273762	0.28743347	0.31744872	
mm10	0.38354438	0.43468734	0.36665127	0.36241665	0.36052138	0.36676418	0.39337593	0.00000000	0.36846298	0.36653875	0.41423709	0.36290976	0.36256804	0.36648693	0.36467330	0.36983439	0.36847217	0.38198356	0.40845827	0.42003650	
nasLar1	0.13683588	0.32443477	0.04073844	0.07274013	0.07273460	0.03905983	0.25670650	0.36846298	0.00000000	0.07596347	0.29301075	0.07213094	0.07312595	0.04096351	0.07378240	0.03946039	0.01812195	0.13324336	0.26721741	0.29720755	
nomLeu3	0.14030915	0.32455241	0.07724880	0.04873179	0.04833678	0.07897578	0.25644335	0.36653875	0.07596347	0.00000000	0.30096508	0.04737514	0.04847240	0.08082578	0.04956075	0.07620636	0.08069785	0.13524750	0.27194372	0.29997227	
otoGar3	0.31712971	0.37477083	0.30101814	0.29595138	0.29921550	0.30134726	0.22402619	0.41423709	0.29301075	0.30096508	0.00000000	0.29816841	0.29994507	0.30305396	0.30051313	0.30100022	0.30411174	0.31352029	0.33050147	0.34842308	
panPan1	0.13630800	0.32130215	0.07245647	0.02021642	0.01562548	0.07429284	0.25333275	0.36290976	0.07213094	0.04737514	0.29816841	0.00000000	0.00675877	0.07650140	0.03919612	0.07147724	0.07635911	0.13157203	0.26833096	0.29717358	
panTro4	0.13897008	0.32209501	0.07366176	0.02099523	0.01578733	0.07621581	0.25439530	0.36256804	0.07312595	0.04847240	0.29994507	0.00675877	0.00000000	0.07862669	0.03991347	0.07254185	0.07832607	0.13376541	0.27074351	0.29855986	
papAnu2	0.14531895	0.32641427	0.03258450	0.07759799	0.07881285	0.02358709	0.25870151	0.36648693	0.04096351	0.08082578	0.30305396	0.07650140	0.07862669	0.00000000	0.07927658	0.02398109	0.04427016	0.14052629	0.27467068	0.30263703	
ponAbe2	0.13915618	0.32427350	0.07475022	0.04044307	0.03926023	0.07683917	0.25546177	0.36467330	0.07378240	0.04956075	0.30051313	0.03919612	0.03991347	0.07927658	0.00000000	0.07359765	0.07876117	0.13382008	0.27147999	0.30010166	
rheMac3	0.14211933	0.32793749	0.03022534	0.07227272	0.07203216	0.00956091	0.25865496	0.36983439	0.03946039	0.07620636	0.30100022	0.07147724	0.07254185	0.02398109	0.07359765	0.00000000	0.04147281	0.13754982	0.27256993	0.30191138	
rhiRox1	0.14582074	0.32735222	0.04241587	0.07701425	0.07823048	0.04241707	0.25990541	0.36847217	0.01812195	0.08069785	0.30411174	0.07635911	0.07832607	0.04427016	0.07876117	0.04147281	0.00000000	0.14152130	0.27601691	0.30253628	
saiBol1	0.07553961	0.34102425	0.13908474	0.13120409	0.13360691	0.13932933	0.27273762	0.38198356	0.13324336	0.13524750	0.31352029	0.13157203	0.13376541	0.14052629	0.13382008	0.13754982	0.14152130	0.00000000	0.28506733	0.31348840	
tarSyr2	0.28894656	0.36313430	0.27382946	0.26797772	0.27031580	0.27291121	0.28743347	0.40845827	0.26721741	0.27194372	0.33050147	0.26833096	0.27074351	0.27467068	0.27147999	0.27256993	0.27601691	0.28506733	0.00000000	0.33574968	
tupBel1	0.31754013	0.37000369	0.30140403	0.29663847	0.29782156	0.30089062	0.31744872	0.42003650	0.29720755	0.29997227	0.34842308	0.29717358	0.29855986	0.30263703	0.30010166	0.30191138	0.30253628	0.31348840	0.33574968	0.00000000	
