	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.36218632	0.15083232	0.14316949	0.14400276	0.15041101	0.28596305	0.40680254	0.14826064	0.14642581	0.33173656	0.14272237	0.14421975	0.15107093	0.14589691	0.15064484	0.15253828	0.08563531	0.28634158	0.33616880	
canFam3	0.36218632	0.00000000	0.34544241	0.34058183	0.34010128	0.34471087	0.36895688	0.47232253	0.34377036	0.34267801	0.40439481	0.34022773	0.34021645	0.34499826	0.34247211	0.34557818	0.34618637	0.36058790	0.38316891	0.40036608	
chlSab2	0.15083232	0.34544241	0.00000000	0.08317310	0.08224443	0.03415622	0.26751808	0.39055749	0.04622946	0.08651202	0.31668547	0.08201959	0.08287607	0.03540141	0.08507677	0.03668048	0.04796153	0.14916216	0.26771347	0.32018217	
gorGor3	0.14316949	0.34058183	0.08317310	0.00000000	0.02524094	0.08376641	0.26192840	0.38666726	0.08312248	0.05471178	0.31149021	0.02579466	0.02629924	0.08446382	0.04844130	0.08316125	0.08654804	0.14208707	0.26215821	0.31527431	
hg38	0.14400276	0.34010128	0.08224443	0.02524094	0.00000000	0.08387963	0.26111374	0.38525286	0.08200543	0.05460796	0.31206105	0.01978199	0.02092974	0.08486071	0.04712976	0.08261090	0.08590276	0.14200898	0.26195223	0.31494121	
macFas5	0.15041101	0.34471087	0.03415622	0.08376641	0.08387963	0.00000000	0.26669303	0.38979919	0.04475452	0.08728033	0.31607852	0.08261962	0.08436533	0.02502480	0.08587921	0.01280504	0.04716625	0.14858802	0.26694065	0.31933109	
micMur1	0.28596305	0.36895688	0.26751808	0.26192840	0.26111374	0.26669303	0.00000000	0.42621000	0.26759548	0.26357768	0.24047918	0.26140576	0.26134745	0.26719190	0.26361668	0.26778642	0.26874476	0.28538182	0.30460181	0.34711439	
mm10	0.40680254	0.47232253	0.39055749	0.38666726	0.38525286	0.38979919	0.42621000	0.00000000	0.39073337	0.38889583	0.44994135	0.38635472	0.38602428	0.38996007	0.38873416	0.39168810	0.39133490	0.40658616	0.43159191	0.45080096	
nasLar1	0.14826064	0.34377036	0.04622946	0.08312248	0.08200543	0.04475452	0.26759548	0.39073337	0.00000000	0.08543019	0.31343692	0.08223298	0.08259855	0.04593390	0.08436636	0.04661675	0.02065609	0.14758253	0.26640293	0.31910052	
nomLeu3	0.14642581	0.34267801	0.08651202	0.05471178	0.05460796	0.08728033	0.26357768	0.38889583	0.08543019	0.00000000	0.31333101	0.05312973	0.05456242	0.08819514	0.05634805	0.08675226	0.08938286	0.14439846	0.26382199	0.31720320	
otoGar3	0.33173656	0.40439481	0.31668547	0.31149021	0.31206105	0.31607852	0.24047918	0.44994135	0.31343692	0.31333101	0.00000000	0.31197498	0.31202567	0.31657450	0.31410568	0.31699621	0.31794589	0.33092960	0.34783898	0.37856176	
panPan1	0.14272237	0.34022773	0.08201959	0.02579466	0.01978199	0.08261962	0.26140576	0.38635472	0.08223298	0.05312973	0.31197498	0.00000000	0.00975888	0.08355279	0.04676320	0.08240117	0.08564485	0.14165857	0.26181359	0.31523118	
panTro4	0.14421975	0.34021645	0.08287607	0.02629924	0.02092974	0.08436533	0.26134745	0.38602428	0.08259855	0.05456242	0.31202567	0.00975888	0.00000000	0.08524591	0.04770887	0.08334611	0.08626658	0.14222630	0.26178862	0.31527776	
papAnu2	0.15107093	0.34499826	0.03540141	0.08446382	0.08486071	0.02502480	0.26719190	0.38996007	0.04593390	0.08819514	0.31657450	0.08355279	0.08524591	0.00000000	0.08672792	0.02780728	0.04817130	0.14947369	0.26731703	0.31989446	
ponAbe2	0.14589691	0.34247211	0.08507677	0.04844130	0.04712976	0.08587921	0.26361668	0.38873416	0.08436636	0.05634805	0.31410568	0.04676320	0.04770887	0.08672792	0.00000000	0.08540426	0.08817801	0.14396020	0.26407991	0.31746265	
rheMac3	0.15064484	0.34557818	0.03668048	0.08316125	0.08261090	0.01280504	0.26778642	0.39168810	0.04661675	0.08675226	0.31699621	0.08240117	0.08334611	0.02780728	0.08540426	0.00000000	0.04862680	0.14901903	0.26765769	0.32014900	
rhiRox1	0.15253828	0.34618637	0.04796153	0.08654804	0.08590276	0.04716625	0.26874476	0.39133490	0.02065609	0.08938286	0.31794589	0.08564485	0.08626658	0.04817130	0.08817801	0.04862680	0.00000000	0.15156953	0.26883337	0.32093383	
saiBol1	0.08563531	0.36058790	0.14916216	0.14208707	0.14200898	0.14858802	0.28538182	0.40658616	0.14758253	0.14439846	0.33092960	0.14165857	0.14222630	0.14947369	0.14396020	0.14901903	0.15156953	0.00000000	0.28545420	0.33564685	
tarSyr2	0.28634158	0.38316891	0.26771347	0.26215821	0.26195223	0.26694065	0.30460181	0.43159191	0.26640293	0.26382199	0.34783898	0.26181359	0.26178862	0.26731703	0.26407991	0.26765769	0.26883337	0.28545420	0.00000000	0.35729817	
tupBel1	0.33616880	0.40036608	0.32018217	0.31527431	0.31494121	0.31933109	0.34711439	0.45080096	0.31910052	0.31720320	0.37856176	0.31523118	0.31527776	0.31989446	0.31746265	0.32014900	0.32093383	0.33564685	0.35729817	0.00000000	
