	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.32607483	0.11958385	0.11205607	0.11278066	0.11849986	0.24862659	0.42380097	0.11828072	0.11446956	0.29563570	0.11206700	0.11277024	0.11919975	0.11327586	0.11854615	0.11995228	0.06297062	0.26534985	0.31647456	
canFam3	0.32607483	0.00000000	0.30889038	0.30263989	0.30253686	0.30790814	0.31731101	0.48083180	0.30889398	0.30492235	0.36129997	0.30261026	0.30257595	0.30847663	0.30383315	0.30848149	0.30947243	0.32484175	0.34636678	0.36730042	
chlSab2	0.11958385	0.30889038	0.00000000	0.06388884	0.06382417	0.02290528	0.23149914	0.40543022	0.03309177	0.06616103	0.27950587	0.06348071	0.06402143	0.02389362	0.06467049	0.02357203	0.03332419	0.11859913	0.24848772	0.29973849	
gorGor3	0.11205607	0.30263989	0.06388884	0.00000000	0.01808261	0.06282166	0.22529858	0.40011576	0.06346188	0.04104161	0.27303081	0.01745102	0.01764482	0.06367257	0.03460902	0.06260913	0.06454211	0.11102672	0.24284107	0.29397728	
hg38	0.11278066	0.30253686	0.06382417	0.01808261	0.00000000	0.06321063	0.22504558	0.39900897	0.06319497	0.04132138	0.27345411	0.01350839	0.01388199	0.06406699	0.03434698	0.06256235	0.06448993	0.11136539	0.24395838	0.29386825	
macFas5	0.11849986	0.30790814	0.02290528	0.06282166	0.06321063	0.00000000	0.23052331	0.40441605	0.03123302	0.06519244	0.27851400	0.06242489	0.06328928	0.01461944	0.06372228	0.00513470	0.03169267	0.11732148	0.24742393	0.29876355	
micMur1	0.24862659	0.31731101	0.23149914	0.22529858	0.22504558	0.23052331	0.00000000	0.42839110	0.23201032	0.22695905	0.20377495	0.22508510	0.22511344	0.23109994	0.22605995	0.23098224	0.23227574	0.24769958	0.26532780	0.31097846	
mm10	0.42380097	0.48083180	0.40543022	0.40011576	0.39900897	0.40441605	0.42839110	0.00000000	0.40651633	0.40280498	0.46432132	0.39996897	0.39965511	0.40475423	0.40117389	0.40557966	0.40602374	0.42299958	0.45009782	0.47175533	
nasLar1	0.11828072	0.30889398	0.03309177	0.06346188	0.06319497	0.03123302	0.23201032	0.40651633	0.00000000	0.06549226	0.27845483	0.06313280	0.06336871	0.03215264	0.06410150	0.03202791	0.01194061	0.11773707	0.24798738	0.30006404	
nomLeu3	0.11446956	0.30492235	0.06616103	0.04104161	0.04132138	0.06519244	0.22695905	0.40280498	0.06549226	0.00000000	0.27531262	0.04027154	0.04090701	0.06601573	0.04132716	0.06488528	0.06662001	0.11329970	0.24496076	0.29612195	
otoGar3	0.29563570	0.36129997	0.27950587	0.27303081	0.27345411	0.27851400	0.20377495	0.46432132	0.27845483	0.27531262	0.00000000	0.27337173	0.27342610	0.27898379	0.27429768	0.27874032	0.28020311	0.29513773	0.31195055	0.35183214	
panPan1	0.11206700	0.30261026	0.06348071	0.01745102	0.01350839	0.06242489	0.22508510	0.39996897	0.06313280	0.04027154	0.27337173	0.00000000	0.00512534	0.06327658	0.03399925	0.06228826	0.06413946	0.11111285	0.24298546	0.29401811	
panTro4	0.11277024	0.30257595	0.06402143	0.01764482	0.01388199	0.06328928	0.22511344	0.39965511	0.06336871	0.04090701	0.27342610	0.00512534	0.00000000	0.06411917	0.03460205	0.06275296	0.06447209	0.11132725	0.24265409	0.29397151	
papAnu2	0.11919975	0.30847663	0.02389362	0.06367257	0.06406699	0.01461944	0.23109994	0.40475423	0.03215264	0.06601573	0.27898379	0.06327658	0.06411917	0.00000000	0.06462230	0.01564436	0.03260282	0.11804825	0.24809068	0.29927720	
ponAbe2	0.11327586	0.30383315	0.06467049	0.03460902	0.03434698	0.06372228	0.22605995	0.40117389	0.06410150	0.04132716	0.27429768	0.03399925	0.03460205	0.06462230	0.00000000	0.06345377	0.06521619	0.11203613	0.24339608	0.29502092	
rheMac3	0.11854615	0.30848149	0.02357203	0.06260913	0.06256235	0.00513470	0.23098224	0.40557966	0.03202791	0.06488528	0.27874032	0.06228826	0.06275296	0.01564436	0.06345377	0.00000000	0.03225217	0.11755414	0.24766484	0.29919367	
rhiRox1	0.11995228	0.30947243	0.03332419	0.06454211	0.06448993	0.03169267	0.23227574	0.40602374	0.01194061	0.06662001	0.28020311	0.06413946	0.06447209	0.03260282	0.06521619	0.03225217	0.00000000	0.11920769	0.24912217	0.30052901	
saiBol1	0.06297062	0.32484175	0.11859913	0.11102672	0.11136539	0.11732148	0.24769958	0.42299958	0.11773707	0.11329970	0.29513773	0.11111285	0.11132725	0.11804825	0.11203613	0.11755414	0.11920769	0.00000000	0.26478284	0.31536214	
tarSyr2	0.26534985	0.34636678	0.24848772	0.24284107	0.24395838	0.24742393	0.26532780	0.45009782	0.24798738	0.24496076	0.31195055	0.24298546	0.24265409	0.24809068	0.24339608	0.24766484	0.24912217	0.26478284	0.00000000	0.33475522	
tupBel1	0.31647456	0.36730042	0.29973849	0.29397728	0.29386825	0.29876355	0.31097846	0.47175533	0.30006404	0.29612195	0.35183214	0.29401811	0.29397151	0.29927720	0.29502092	0.29919367	0.30052901	0.31536214	0.33475522	0.00000000	
