	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.35859728	0.13698035	0.12879560	0.12995037	0.13601616	0.28672335	0.44308396	0.13533015	0.13091667	0.32265658	0.12880222	0.12976432	0.13655798	0.13010421	0.13515366	0.13783416	0.07342217	0.28767321	0.34690911	
canFam3	0.35859728	0.00000000	0.34103194	0.33487072	0.33328221	0.33961537	0.35707716	0.50597079	0.34178499	0.33574842	0.39092678	0.33450543	0.33316932	0.33999052	0.33501979	0.34036835	0.34249823	0.35982734	0.37471905	0.40035510	
chlSab2	0.13698035	0.34103194	0.00000000	0.07411702	0.07423232	0.02833307	0.27038144	0.42410432	0.03983245	0.07635738	0.30668201	0.07340372	0.07426118	0.02948345	0.07485336	0.02877096	0.04038603	0.13744285	0.27072673	0.33042560	
gorGor3	0.12879560	0.33487072	0.07411702	0.00000000	0.01995635	0.07366464	0.26354289	0.41892587	0.07399604	0.04635982	0.29952954	0.01965018	0.02031696	0.07436300	0.04026104	0.07247149	0.07556457	0.12935388	0.26368712	0.32363857	
hg38	0.12995037	0.33328221	0.07423232	0.01995635	0.00000000	0.07467858	0.26287830	0.41639224	0.07391381	0.04735801	0.29994996	0.01511852	0.01681593	0.07560699	0.04028742	0.07268316	0.07580753	0.12986527	0.26407137	0.32341687	
macFas5	0.13601616	0.33961537	0.02833307	0.07366464	0.07467858	0.00000000	0.26904768	0.42316679	0.03791424	0.07595092	0.30545136	0.07295600	0.07448678	0.01964458	0.07464952	0.00721908	0.03899010	0.13612927	0.26946068	0.32926565	
micMur1	0.28672335	0.35707716	0.27038144	0.26354289	0.26287830	0.26904768	0.00000000	0.45635047	0.27074217	0.26435571	0.22531846	0.26312167	0.26274260	0.26968796	0.26386855	0.26934908	0.27114295	0.28712178	0.29261315	0.34765938	
mm10	0.44308396	0.50597079	0.42410432	0.41892587	0.41639224	0.42316679	0.45635047	0.00000000	0.42602812	0.42078769	0.48053307	0.41868690	0.41719462	0.42315234	0.41953903	0.42520201	0.42560290	0.44503504	0.46535145	0.49379511	
nasLar1	0.13533015	0.34178499	0.03983245	0.07399604	0.07391381	0.03791424	0.27074217	0.42602812	0.00000000	0.07558141	0.30448435	0.07345936	0.07392157	0.03902431	0.07441442	0.03840668	0.01594765	0.13608966	0.26952369	0.32963317	
nomLeu3	0.13091667	0.33574842	0.07635738	0.04635982	0.04735801	0.07595092	0.26435571	0.42078769	0.07558141	0.00000000	0.30067462	0.04522367	0.04657015	0.07693712	0.04762963	0.07474012	0.07746614	0.13091523	0.26461413	0.32516596	
otoGar3	0.32265658	0.39092678	0.30668201	0.29952954	0.29994996	0.30545136	0.22531846	0.48053307	0.30448435	0.30067462	0.00000000	0.29961414	0.29946892	0.30584261	0.30089773	0.30552354	0.30736716	0.32335661	0.33049174	0.37753339	
panPan1	0.12880222	0.33450543	0.07340372	0.01965018	0.01511852	0.07295600	0.26312167	0.41868690	0.07345936	0.04522367	0.29961414	0.00000000	0.00626365	0.07384723	0.03913219	0.07193822	0.07498927	0.12910740	0.26331767	0.32338347	
panTro4	0.12976432	0.33316932	0.07426118	0.02031696	0.01681593	0.07448678	0.26274260	0.41719462	0.07392157	0.04657015	0.29946892	0.00626365	0.00000000	0.07537882	0.04015790	0.07276373	0.07566006	0.12967897	0.26339326	0.32315250	
papAnu2	0.13655798	0.33999052	0.02948345	0.07436300	0.07560699	0.01964458	0.26968796	0.42315234	0.03902431	0.07693712	0.30584261	0.07384723	0.07537882	0.00000000	0.07541083	0.02022454	0.03990757	0.13697985	0.26989957	0.32987808	
ponAbe2	0.13010421	0.33501979	0.07485336	0.04026104	0.04028742	0.07464952	0.26386855	0.41953903	0.07441442	0.04762963	0.30089773	0.03913219	0.04015790	0.07541083	0.00000000	0.07326629	0.07616050	0.13018994	0.26433351	0.32473076	
rheMac3	0.13515366	0.34036835	0.02877096	0.07247149	0.07268316	0.00721908	0.26934908	0.42520201	0.03840668	0.07474012	0.30552354	0.07193822	0.07276373	0.02022454	0.07326629	0.00000000	0.03886330	0.13568591	0.26906546	0.32941307	
rhiRox1	0.13783416	0.34249823	0.04038603	0.07556457	0.07580753	0.03899010	0.27114295	0.42560290	0.01594765	0.07746614	0.30736716	0.07498927	0.07566006	0.03990757	0.07616050	0.03886330	0.00000000	0.13832261	0.27101361	0.33092351	
saiBol1	0.07342217	0.35982734	0.13744285	0.12935388	0.12986527	0.13612927	0.28712178	0.44503504	0.13608966	0.13091523	0.32335661	0.12910740	0.12967897	0.13697985	0.13018994	0.13568591	0.13832261	0.00000000	0.28791058	0.34684518	
tarSyr2	0.28767321	0.37471905	0.27072673	0.26368712	0.26407137	0.26946068	0.29261315	0.46535145	0.26952369	0.26461413	0.33049174	0.26331767	0.26339326	0.26989957	0.26433351	0.26906546	0.27101361	0.28791058	0.00000000	0.36094211	
tupBel1	0.34690911	0.40035510	0.33042560	0.32363857	0.32341687	0.32926565	0.34765938	0.49379511	0.32963317	0.32516596	0.37753339	0.32338347	0.32315250	0.32987808	0.32473076	0.32941307	0.33092351	0.34684518	0.36094211	0.00000000	
