	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.34537015	0.13128510	0.12331878	0.12477429	0.13039414	0.27090666	0.42186185	0.12919084	0.12590270	0.30958784	0.12343461	0.12461222	0.13093025	0.12497978	0.12937701	0.13231723	0.07081534	0.27595706	0.32981428	
canFam3	0.34537015	0.00000000	0.32753290	0.32262362	0.32022833	0.32611293	0.34586659	0.48879073	0.32860308	0.32295513	0.38158583	0.32220186	0.32011559	0.32644384	0.32209351	0.32694024	0.32960807	0.34678501	0.36598859	0.38623088	
chlSab2	0.13128510	0.32753290	0.00000000	0.07078376	0.07115032	0.02753436	0.25504766	0.40377260	0.03829901	0.07341935	0.29438778	0.07003676	0.07115243	0.02870038	0.07181480	0.02797385	0.03906105	0.13116538	0.25929075	0.31359272	
gorGor3	0.12331878	0.32262362	0.07078376	0.00000000	0.01943465	0.07050105	0.24893378	0.39907585	0.07048925	0.04502785	0.28749221	0.01894418	0.01975008	0.07118350	0.03895409	0.06909919	0.07241482	0.12348690	0.25249842	0.30691203	
hg38	0.12477429	0.32022833	0.07115032	0.01943465	0.00000000	0.07185412	0.24803930	0.39645758	0.07051905	0.04629928	0.28827119	0.01458435	0.01665992	0.07283480	0.03916295	0.06955478	0.07281896	0.12420990	0.25311750	0.30698575	
macFas5	0.13039414	0.32611293	0.02753436	0.07050105	0.07185412	0.00000000	0.25369072	0.40290110	0.03639949	0.07319304	0.29312317	0.06970808	0.07160886	0.01935193	0.07178299	0.00729540	0.03781086	0.12993533	0.25813469	0.31250175	
micMur1	0.27090666	0.34586659	0.25504766	0.24893378	0.24803930	0.25369072	0.00000000	0.43617360	0.25501159	0.24980512	0.21675907	0.24839308	0.24790210	0.25422290	0.24900012	0.25381655	0.25570164	0.27155725	0.28218506	0.33203403	
mm10	0.42186185	0.48879073	0.40377260	0.39907585	0.39645758	0.40290110	0.43617360	0.00000000	0.40570828	0.40150314	0.46163491	0.39919914	0.39716370	0.40272426	0.39944998	0.40507346	0.40539222	0.42402914	0.44665196	0.47354514	
nasLar1	0.12919084	0.32860308	0.03829901	0.07048925	0.07051905	0.03639949	0.25501159	0.40570828	0.00000000	0.07240971	0.29114269	0.06997204	0.07052165	0.03757852	0.07108661	0.03692309	0.01577628	0.12955051	0.25763331	0.31243467	
nomLeu3	0.12590270	0.32295513	0.07341935	0.04502785	0.04629928	0.07319304	0.24980512	0.40150314	0.07240971	0.00000000	0.28891796	0.04368111	0.04535008	0.07424520	0.04658006	0.07171951	0.07460205	0.12532839	0.25354723	0.30874077	
otoGar3	0.30958784	0.38158583	0.29438778	0.28749221	0.28827119	0.29312317	0.21675907	0.46163491	0.29114269	0.28891796	0.00000000	0.28775373	0.28774670	0.29339040	0.28914176	0.29304996	0.29511558	0.30962554	0.32151618	0.36302780	
panPan1	0.12343461	0.32220186	0.07003676	0.01894418	0.01458435	0.06970808	0.24839308	0.39919914	0.06997204	0.04368111	0.28775373	0.00000000	0.00610890	0.07063847	0.03762649	0.06853064	0.07180209	0.12320145	0.25215947	0.30686412	
panTro4	0.12461222	0.32011559	0.07115243	0.01975008	0.01665992	0.07160886	0.24790210	0.39716370	0.07052165	0.04535008	0.28774670	0.00610890	0.00000000	0.07254853	0.03893789	0.06959297	0.07262901	0.12403390	0.25234696	0.30665481	
papAnu2	0.13093025	0.32644384	0.02870038	0.07118350	0.07283480	0.01935193	0.25422290	0.40272426	0.03757852	0.07424520	0.29339040	0.07063847	0.07254853	0.00000000	0.07257802	0.01989352	0.03874422	0.13081503	0.25852800	0.31306391	
ponAbe2	0.12497978	0.32209351	0.07181480	0.03895409	0.03916295	0.07178299	0.24900012	0.39944998	0.07108661	0.04658006	0.28914176	0.03762649	0.03893789	0.07257802	0.00000000	0.07016228	0.07324906	0.12456545	0.25327158	0.30797486	
rheMac3	0.12937701	0.32694024	0.02797385	0.06909919	0.06955478	0.00729540	0.25381655	0.40507346	0.03692309	0.07171951	0.29304996	0.06853064	0.06959297	0.01989352	0.07016228	0.00000000	0.03757712	0.12937419	0.25750801	0.31248105	
rhiRox1	0.13231723	0.32960807	0.03906105	0.07241482	0.07281896	0.03781086	0.25570164	0.40539222	0.01577628	0.07460205	0.29511558	0.07180209	0.07262901	0.03874422	0.07324906	0.03757712	0.00000000	0.13225985	0.25968014	0.31403799	
saiBol1	0.07081534	0.34678501	0.13116538	0.12348690	0.12420990	0.12993533	0.27155725	0.42402914	0.12955051	0.12532839	0.30962554	0.12320145	0.12403390	0.13081503	0.12456545	0.12937419	0.13225985	0.00000000	0.27612169	0.32961947	
tarSyr2	0.27595706	0.36598859	0.25929075	0.25249842	0.25311750	0.25813469	0.28218506	0.44665196	0.25763331	0.25354723	0.32151618	0.25215947	0.25234696	0.25852800	0.25327158	0.25750801	0.25968014	0.27612169	0.00000000	0.34728094	
tupBel1	0.32981428	0.38623088	0.31359272	0.30691203	0.30698575	0.31250175	0.33203403	0.47354514	0.31243467	0.30874077	0.36302780	0.30686412	0.30665481	0.31306391	0.30797486	0.31248105	0.31403799	0.32961947	0.34728094	0.00000000	
