	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.36063682	0.14786415	0.14049102	0.14286870	0.14832113	0.29573314	0.41068784	0.14250328	0.14412362	0.33222297	0.14063425	0.14290666	0.14962647	0.14313953	0.14684339	0.15010330	0.07737829	0.30165801	0.33883698	
canFam3	0.36063682	0.00000000	0.34212509	0.33597715	0.33517078	0.34165920	0.35582953	0.46072391	0.34138616	0.33982259	0.38964739	0.33641775	0.33675637	0.34228272	0.33912436	0.34390585	0.34352937	0.35867453	0.37696767	0.39017272	
chlSab2	0.14786415	0.34212509	0.00000000	0.07646976	0.07607987	0.03114960	0.27747936	0.39310181	0.04223108	0.07998551	0.31486625	0.07558059	0.07659468	0.03314251	0.07753796	0.03100780	0.04350685	0.14454043	0.28521234	0.32217590	
gorGor3	0.14049102	0.33597715	0.07646976	0.00000000	0.02063002	0.07828346	0.27148148	0.38824170	0.07622630	0.05001177	0.30873766	0.02086743	0.02154209	0.08026397	0.04160307	0.07534111	0.07975584	0.13640960	0.27872530	0.31598864	
hg38	0.14286870	0.33517078	0.07607987	0.02063002	0.00000000	0.07874300	0.27122526	0.38605860	0.07613151	0.04962857	0.31055603	0.01617862	0.01621241	0.08138131	0.04043550	0.07497397	0.08071057	0.13843605	0.28023958	0.31637036	
macFas5	0.14832113	0.34165920	0.03114960	0.07828346	0.07874300	0.00000000	0.27664659	0.39311415	0.04047996	0.08144988	0.31495619	0.07719473	0.07886884	0.02369465	0.07937248	0.00934822	0.04333358	0.14458484	0.28430953	0.32096129	
micMur1	0.29573314	0.35582953	0.27747936	0.27148148	0.27122526	0.27664659	0.00000000	0.42231635	0.27655949	0.27428891	0.23572074	0.27149444	0.27208112	0.27747045	0.27330172	0.27761298	0.27874064	0.29284920	0.30353170	0.33985117	
mm10	0.41068784	0.46072391	0.39310181	0.38824170	0.38605860	0.39311415	0.42231635	0.00000000	0.39510528	0.39238265	0.44193025	0.38871630	0.38801690	0.39291269	0.39073181	0.39656416	0.39497064	0.41004256	0.43531906	0.44799556	
nasLar1	0.14250328	0.34138616	0.04223108	0.07622630	0.07613151	0.04047996	0.27655949	0.39510528	0.00000000	0.07903537	0.30925325	0.07562188	0.07647615	0.04220688	0.07695062	0.04098170	0.01826841	0.13963175	0.28017909	0.31892698	
nomLeu3	0.14412362	0.33982259	0.07998551	0.05001177	0.04962857	0.08144988	0.27428891	0.39238265	0.07903537	0.00000000	0.31263677	0.04880485	0.04975046	0.08322284	0.05069762	0.07895650	0.08312527	0.13994092	0.28221800	0.31950908	
otoGar3	0.33222297	0.38964739	0.31486625	0.30873766	0.31055603	0.31495619	0.23572074	0.44193025	0.30925325	0.31263677	0.00000000	0.31017562	0.31143274	0.31563461	0.31227064	0.31524899	0.31719151	0.32969930	0.34394591	0.37023577	
panPan1	0.14063425	0.33641775	0.07558059	0.02086743	0.01617862	0.07719473	0.27149444	0.38871630	0.07562188	0.04880485	0.31017562	0.00000000	0.00699687	0.07930657	0.04048020	0.07460392	0.07907760	0.13670588	0.27894188	0.31611885	
panTro4	0.14290666	0.33675637	0.07659468	0.02154209	0.01621241	0.07886884	0.27208112	0.38801690	0.07647615	0.04975046	0.31143274	0.00699687	0.00000000	0.08116068	0.04107766	0.07549875	0.08078475	0.13850105	0.28062756	0.31708866	
papAnu2	0.14962647	0.34228272	0.03314251	0.08026397	0.08138131	0.02369465	0.27747045	0.39291269	0.04220688	0.08322284	0.31563461	0.07930657	0.08116068	0.00000000	0.08159899	0.02401856	0.04502762	0.14568987	0.28577685	0.32261416	
ponAbe2	0.14313953	0.33912436	0.07753796	0.04160307	0.04043550	0.07937248	0.27330172	0.39073181	0.07695062	0.05069762	0.31227064	0.04048020	0.04107766	0.08159899	0.00000000	0.07642218	0.08110432	0.13865285	0.28168329	0.31895945	
rheMac3	0.14684339	0.34390585	0.03100780	0.07534111	0.07497397	0.00934822	0.27761298	0.39656416	0.04098170	0.07895650	0.31524899	0.07460392	0.07549875	0.02401856	0.07642218	0.00000000	0.04251545	0.14310399	0.28420608	0.32271891	
rhiRox1	0.15010330	0.34352937	0.04350685	0.07975584	0.08071057	0.04333358	0.27874064	0.39497064	0.01826841	0.08312527	0.31719151	0.07907760	0.08078475	0.04502762	0.08110432	0.04251545	0.00000000	0.14662887	0.28677558	0.32268169	
saiBol1	0.07737829	0.35867453	0.14454043	0.13640960	0.13843605	0.14458484	0.29284920	0.41004256	0.13963175	0.13994092	0.32969930	0.13670588	0.13850105	0.14568987	0.13865285	0.14310399	0.14662887	0.00000000	0.29909055	0.33586095	
tarSyr2	0.30165801	0.37696767	0.28521234	0.27872530	0.28023958	0.28430953	0.30353170	0.43531906	0.28017909	0.28221800	0.34394591	0.27894188	0.28062756	0.28577685	0.28168329	0.28420608	0.28677558	0.29909055	0.00000000	0.35213416	
tupBel1	0.33883698	0.39017272	0.32217590	0.31598864	0.31637036	0.32096129	0.33985117	0.44799556	0.31892698	0.31950908	0.37023577	0.31611885	0.31708866	0.32261416	0.31895945	0.32271891	0.32268169	0.33586095	0.35213416	0.00000000	
