	calJac3	canFam3	chlSab2	gorGor3	hg38	macFas5	micMur1	mm10	nasLar1	nomLeu3	otoGar3	panPan1	panTro4	papAnu2	ponAbe2	rheMac3	rhiRox1	saiBol1	tarSyr2	tupBel1
calJac3	0.00000000	0.26993790	0.11883505	0.11074970	0.11290757	0.11792557	0.21992970	0.33287376	0.11674511	0.11370972	0.25396336	0.11041503	0.11272355	0.11855947	0.11295994	0.11768728	0.11785162	0.06399314	0.22468326	0.26567293	
canFam3	0.26993790	0.00000000	0.25837490	0.25324605	0.25344089	0.25720860	0.26283311	0.36172047	0.25728316	0.25426357	0.29240332	0.25307604	0.25369363	0.25776363	0.25463437	0.25769735	0.25794312	0.26733344	0.27460831	0.29397271	
chlSab2	0.11883505	0.25837490	0.00000000	0.06511571	0.06648717	0.02560394	0.20731921	0.32266628	0.03493743	0.06802197	0.24246783	0.06459609	0.06639219	0.02660974	0.06712976	0.02644263	0.03486968	0.11516410	0.21218445	0.25393501	
gorGor3	0.11074970	0.25324605	0.06511571	0.00000000	0.01805724	0.06414760	0.20183516	0.31905858	0.06483983	0.04018064	0.23750642	0.01790417	0.01830563	0.06487486	0.03581846	0.06419057	0.06562347	0.10809224	0.20678165	0.24856591	
hg38	0.11290757	0.25344089	0.06648717	0.01805724	0.00000000	0.06632563	0.20193558	0.31853628	0.06481160	0.04218311	0.23782451	0.01417933	0.01602038	0.06707501	0.03690663	0.06543512	0.06575818	0.10846674	0.20743231	0.24922120	
macFas5	0.11792557	0.25720860	0.02560394	0.06414760	0.06632563	0.00000000	0.20616917	0.32188491	0.03323398	0.06750349	0.24139520	0.06345385	0.06606711	0.01714831	0.06636448	0.00547597	0.03318723	0.11387484	0.21100964	0.25301879	
micMur1	0.21992970	0.26283311	0.20731921	0.20183516	0.20193558	0.20616917	0.00000000	0.33614384	0.20658492	0.20276011	0.18385045	0.20161813	0.20187512	0.20669750	0.20260135	0.20654277	0.20722228	0.21755369	0.22283963	0.26012558	
mm10	0.33287376	0.36172047	0.32266628	0.31905858	0.31853628	0.32188491	0.33614384	0.00000000	0.32297832	0.32032057	0.35590895	0.31888297	0.31857183	0.32227963	0.31989509	0.32240925	0.32287256	0.33119673	0.34240354	0.35666199	
nasLar1	0.11674511	0.25728316	0.03493743	0.06483983	0.06481160	0.03323398	0.20658492	0.32297832	0.00000000	0.06660518	0.24150779	0.06455026	0.06482644	0.03413225	0.06554981	0.03400709	0.01236089	0.11435022	0.21107503	0.25272823	
nomLeu3	0.11370972	0.25426357	0.06802197	0.04018064	0.04218311	0.06750349	0.20276011	0.32032057	0.06660518	0.00000000	0.23822681	0.03932286	0.04191297	0.06826366	0.04238458	0.06695262	0.06735980	0.10956966	0.20757167	0.25001552	
otoGar3	0.25396336	0.29240332	0.24246783	0.23750642	0.23782451	0.24139520	0.18385045	0.35590895	0.24150779	0.23822681	0.00000000	0.23745509	0.23766149	0.24192929	0.23835662	0.24162224	0.24257891	0.25168629	0.25628665	0.28832220	
panPan1	0.11041503	0.25307604	0.06459609	0.01790417	0.01417933	0.06345385	0.20161813	0.31888297	0.06455026	0.03932286	0.23745509	0.00000000	0.00535621	0.06425650	0.03497798	0.06370715	0.06535090	0.10805298	0.20670258	0.24845514	
panTro4	0.11272355	0.25369363	0.06639219	0.01830563	0.01602038	0.06606711	0.20187512	0.31857183	0.06482644	0.04191297	0.23766149	0.00535621	0.00000000	0.06682356	0.03684291	0.06541333	0.06567572	0.10835184	0.20717298	0.24917739	
papAnu2	0.11855947	0.25776363	0.02660974	0.06487486	0.06707501	0.01714831	0.20669750	0.32227963	0.03413225	0.06826366	0.24192929	0.06425650	0.06682356	0.00000000	0.06725971	0.01771595	0.03410899	0.11459986	0.21157152	0.25356449	
ponAbe2	0.11295994	0.25463437	0.06712976	0.03581846	0.03690663	0.06636448	0.20260135	0.31989509	0.06554981	0.04238458	0.23835662	0.03497798	0.03684291	0.06725971	0.00000000	0.06595613	0.06627040	0.10894948	0.20761118	0.24989861	
rheMac3	0.11768728	0.25769735	0.02644263	0.06419057	0.06543512	0.00547597	0.20654277	0.32240925	0.03400709	0.06695262	0.24162224	0.06370715	0.06541333	0.01771595	0.06595613	0.00000000	0.03399180	0.11415093	0.21120419	0.25320207	
rhiRox1	0.11785162	0.25794312	0.03486968	0.06562347	0.06575818	0.03318723	0.20722228	0.32287256	0.01236089	0.06735980	0.24257891	0.06535090	0.06567572	0.03410899	0.06627040	0.03399180	0.00000000	0.11548519	0.21211242	0.25338994	
saiBol1	0.06399314	0.26733344	0.11516410	0.10809224	0.10846674	0.11387484	0.21755369	0.33119673	0.11435022	0.10956966	0.25168629	0.10805298	0.10835184	0.11459986	0.10894948	0.11415093	0.11548519	0.00000000	0.22193700	0.26238016	
tarSyr2	0.22468326	0.27460831	0.21218445	0.20678165	0.20743231	0.21100964	0.22283963	0.34240354	0.21107503	0.20757167	0.25628665	0.20670258	0.20717298	0.21157152	0.20761118	0.21120419	0.21211242	0.22193700	0.00000000	0.26865237	
tupBel1	0.26567293	0.29397271	0.25393501	0.24856591	0.24922120	0.25301879	0.26012558	0.35666199	0.25272823	0.25001552	0.28832220	0.24845514	0.24917739	0.25356449	0.24989861	0.25320207	0.25338994	0.26238016	0.26865237	0.00000000	
